#mpa_v30_CHOCOPhlAn_201901
#/home/oaltay/.pyenv/versions/3.7.0/bin/metaphlan /proj/sllstore2017024/hong/SZAOMICS_metagenomics/fastq1/Feces_20015_Visit1_S16_R1_001.fastq.gz --input_type fastq -t rel_ab_w_read_stats
#SampleID	Metaphlan_Analysis
#estimated_reads_mapped_to_known_clades:9115977
#clade_name	clade_taxid	relative_abundance	coverage	estimated_number_of_reads_from_the_clade
k__Bacteria	2	100.0	2.28581	8274897
k__Bacteria|p__Firmicutes	2|1239	42.37794	0.96868	3425211
k__Bacteria|p__Bacteroidetes	2|976	28.83122	0.65903	3365696
k__Bacteria|p__Actinobacteria	2|201174	27.00552	0.6173	1393722
k__Bacteria|p__Proteobacteria	2|1224	1.78533	0.04081	90268
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	41.16557	0.94097	3352719
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	2|976|200643	28.83122	0.65903	3365696
k__Bacteria|p__Actinobacteria|c__Actinobacteria	2|201174|1760	27.00552	0.6173	1393722
k__Bacteria|p__Proteobacteria|c__Proteobacteria_unclassified	2|1224|	1.35313	0.03093	63252
k__Bacteria|p__Firmicutes|c__Negativicutes	2|1239|909932	1.03427	0.02364	58691
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	2|1224|28216	0.27928	0.00638	18092
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	2|1224|1236	0.15292	0.0035	8924
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2|1239|526524	0.12005	0.00274	11294
k__Bacteria|p__Firmicutes|c__Bacilli	2|1239|91061	0.05805	0.00133	2507
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	2|1239|186801|186802	41.16557	0.94097	3352719
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	2|976|200643|171549	28.83122	0.65903	3365696
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	2|201174|1760|85004	27.00552	0.6173	1393722
k__Bacteria|p__Proteobacteria|c__Proteobacteria_unclassified|o__Proteobacteria_unclassified	2|1224||	1.35313	0.03093	63252
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales	2|1239|909932|1843489	1.03427	0.02364	58691
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	2|1224|28216|80840	0.27928	0.00638	18092
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	2|1224|1236|135625	0.13366	0.00306	6668
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	2|1239|526524|526525	0.12005	0.00274	11294
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	2|1239|91061|186826	0.05805	0.00133	2507
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	2|1224|1236|91347	0.01926	0.00044	2256
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	2|976|200643|171549|815	27.08791	0.61918	3163865
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae	2|201174|1760|85004|31953	27.00552	0.6173	1393722
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	2|1239|186801|186802|186803	21.49487	0.49133	2044323
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae	2|1239|186801|186802|541000	18.37661	0.42005	1217576
