#mpa_v30_CHOCOPhlAn_201901
#/home/oaltay/.pyenv/versions/3.7.0/bin/metaphlan /proj/sllstore2017024/hong/SZAOMICS_metagenomics/fastq1/Feces_20014_Visit1_S10_R1_001.fastq.gz --input_type fastq -t rel_ab_w_read_stats
#SampleID	Metaphlan_Analysis
#estimated_reads_mapped_to_known_clades:5855974
#clade_name	clade_taxid	relative_abundance	coverage	estimated_number_of_reads_from_the_clade
k__Bacteria	2	100.0	1.62459	5543753
k__Bacteria|p__Firmicutes	2|1239	48.70173	0.7912	2444908
k__Bacteria|p__Bacteroidetes	2|976	34.03156	0.55287	2438974
k__Bacteria|p__Actinobacteria	2|201174	14.26111	0.23168	516246
k__Bacteria|p__Verrucomicrobia	2|74201	1.93097	0.03137	87549
k__Bacteria|p__Proteobacteria	2|1224	0.91116	0.0148	42266
k__Bacteria|p__Lentisphaerae	2|256845	0.16348	0.00266	13810
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	46.03896	0.74794	2345204
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	2|976|200643	34.03156	0.55287	2438974
k__Bacteria|p__Actinobacteria|c__Actinobacteria	2|201174|1760	12.32395	0.20021	444896
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	2|201174|84998	1.93716	0.03147	71350
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	2|74201|203494	1.93097	0.03137	87549
k__Bacteria|p__Firmicutes|c__Negativicutes	2|1239|909932	1.81147	0.02943	72731
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	2|1224|28216	0.84621	0.01375	38950
k__Bacteria|p__Firmicutes|c__Bacilli	2|1239|91061	0.66561	0.01081	20071
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified	2|1239|	0.18569	0.00302	6902
k__Bacteria|p__Lentisphaerae|c__Lentisphaeria	2|256845|1313211	0.16348	0.00266	13810
k__Bacteria|p__Proteobacteria|c__Proteobacteria_unclassified	2|1224|	0.03454	0.00056	1147
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	2|1224|28221	0.03041	0.00049	2169
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	2|1239|186801|186802	46.03896	0.74794	2345204
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	2|976|200643|171549	34.03156	0.55287	2438974
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	2|201174|1760|85004	12.32395	0.20021	444896
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales	2|74201|203494|48461	1.93097	0.03137	87549
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales	2|1239|909932|1843489	1.81147	0.02943	72731
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales	2|201174|84998|84999	1.77451	0.02883	63101
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	2|1224|28216|80840	0.84621	0.01375	38950
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	2|1239|91061|186826	0.66561	0.01081	20071
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified	2|1239||	0.18569	0.00302	6902
k__Bacteria|p__Lentisphaerae|c__Lentisphaeria|o__Victivallales	2|256845|1313211|278082	0.16348	0.00266	13810
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales	2|201174|84998|1643822	0.16265	0.00264	8249
k__Bacteria|p__Proteobacteria|c__Proteobacteria_unclassified|o__Proteobacteria_unclassified	2|1224||	0.03454	0.00056	1147
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	2|1224|28221|213115	0.03041	0.00049	2169
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	2|976|200643|171549|815	23.16228	0.37629	1912333
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	2|1239|186801|186802|186803	23.035	0.37422	1285693
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae	2|1239|186801|186802|541000	18.08297	0.29377	864485
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae	2|201174|1760|85004|31953	12.32395	0.20021	444896
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae	2|976|200643|171549|171550	7.88616	0.12812	343576
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae	2|1239|186801|186802|186806	3.14667	0.05112	150423
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Akkermansiaceae	2|74201|203494|48461|1647988	1.93097	0.03137	87549
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae	2|1239|909932|1843489|31977	1.81147	0.02943	72731
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae	2|201174|84998|84999|84107	1.77451	0.02883	63101
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae	2|1239|186801|186802|216572	1.77433	0.02883	44603
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae	2|976|200643|171549|2005519	1.54624	0.02512	79605
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae	2|976|200643|171549|2005525	0.91726	0.0149	66617
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae	2|1224|28216|80840|995019	0.84621	0.01375	38950
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae	2|1239|91061|186826|1300	0.66215	0.01076	19919
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae	2|976|200643|171549|1853231	0.51961	0.00844	36843
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified	2|1239|||	0.18569	0.00302	6902
k__Bacteria|p__Lentisphaerae|c__Lentisphaeria|o__Victivallales|f__Victivallaceae	2|256845|1313211|278082|255528	0.16348	0.00266	13810
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae	2|201174|84998|1643822|1643826	0.16265	0.00264	8249
k__Bacteria|p__Proteobacteria|c__Proteobacteria_unclassified|o__Proteobacteria_unclassified|f__Proteobacteria_unclassified	2|1224|||	0.03454	0.00056	1147
