#mpa_v30_CHOCOPhlAn_201901
#/home/oaltay/.pyenv/versions/3.7.0/bin/metaphlan /proj/sllstore2017024/hong/SZAOMICS_metagenomics/fastq1/Feces_20016_Visit1_S13_R1_001.fastq.gz --input_type fastq -t rel_ab_w_read_stats
#SampleID	Metaphlan_Analysis
#estimated_reads_mapped_to_known_clades:7256905
#clade_name	clade_taxid	relative_abundance	coverage	estimated_number_of_reads_from_the_clade
k__Bacteria	2	99.98318	1.82755	6601449
k__Archaea	2157	0.01682	0.00031	534
k__Bacteria|p__Bacteroidetes	2|976	68.39708	1.2502	4938573
k__Bacteria|p__Firmicutes	2|1239	27.81154	0.50836	1500293
k__Bacteria|p__Actinobacteria	2|201174	3.47591	0.06353	144364
k__Bacteria|p__Proteobacteria	2|1224	0.28007	0.00512	17272
k__Bacteria|p__Verrucomicrobia	2|74201	0.01857	0.00034	947
k__Archaea|p__Euryarchaeota	2157|28890	0.01682	0.00031	534
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	2|976|200643	68.39708	1.2502	4938573
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	24.91696	0.45545	1379909
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	2|201174|84998	2.66739	0.04876	111508
k__Bacteria|p__Firmicutes|c__Bacilli	2|1239|91061	1.9228	0.03515	76322
k__Bacteria|p__Firmicutes|c__Negativicutes	2|1239|909932	0.82021	0.01499	37449
k__Bacteria|p__Actinobacteria|c__Actinobacteria	2|201174|1760	0.80852	0.01478	32856
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified	2|1239|	0.15158	0.00277	6613
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	2|1224|1236	0.12688	0.00232	8895
k__Bacteria|p__Proteobacteria|c__Proteobacteria_unclassified	2|1224|	0.05974	0.00109	2232
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	2|1224|28221	0.05088	0.00093	4084
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	2|1224|28216	0.04257	0.00078	2061
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	2|74201|203494	0.01857	0.00034	947
k__Archaea|p__Euryarchaeota|c__Methanobacteria	2157|28890|183925	0.01682	0.00031	534
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	2|976|200643|171549	68.39708	1.2502	4938573
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	2|1239|186801|186802	24.91696	0.45545	1379909
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales	2|201174|84998|84999	2.33345	0.04265	93319
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	2|1239|91061|186826	1.9228	0.03515	76322
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales	2|1239|909932|1843489	0.81891	0.01497	37393
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	2|201174|1760|85004	0.78802	0.0144	31997
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales	2|201174|84998|1643822	0.33394	0.0061	18189
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified	2|1239||	0.15158	0.00277	6613
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	2|1224|1236|91347	0.07343	0.00134	6879
k__Bacteria|p__Proteobacteria|c__Proteobacteria_unclassified|o__Proteobacteria_unclassified	2|1224||	0.05974	0.00109	2232
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	2|1224|1236|135625	0.05345	0.00098	2016
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	2|1224|28221|213115	0.05088	0.00093	4084
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	2|1224|28216|80840	0.04257	0.00078	2061
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales	2|201174|1760|85006	0.0205	0.00037	859
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales	2|74201|203494|48461	0.01857	0.00034	947
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales	2157|28890|183925|2158	0.01682	0.00031	534
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	2|1239|909932|909929	0.00129	2e-05	56
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	2|976|200643|171549|171552	38.75642	0.70841	2589452
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	2|976|200643|171549|815	15.86041	0.28991	1596317
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae	2|1239|186801|186802|541000	9.54084	0.17439	513984
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae	2|976|200643|171549|171550	9.43324	0.17243	434649
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	2|1239|186801|186802|186803	7.97926	0.14585	531767
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae	2|1239|186801|186802|186806	4.37144	0.0799	233560
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae	2|1239|186801|186802|216572	2.84647	0.05203	90965
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae	2|201174|84998|84999|84107	2.33345	0.04265	93319
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae	2|976|200643|171549|2005525	1.92249	0.03514	158402
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae	2|1239|91061|186826|1300	1.66415	0.03042	65435
