#mpa_v30_CHOCOPhlAn_201901
#/home/oaltay/.pyenv/versions/3.7.0/bin/metaphlan /proj/snic2020-6-153/wellnessV1234/2838_v1_1.fastq.gz,/proj/snic2020-6-153/wellnessV1234/2838_v1_2.fastq.gz --bowtie2out 2838.bowtie2.bz2 --input_type fastq -t rel_ab_w_read_stats
#SampleID	Metaphlan_Analysis
#estimated_reads_mapped_to_known_clades:31909201
#clade_name	clade_taxid	relative_abundance	coverage	estimated_number_of_reads_from_the_clade
k__Bacteria	2	100.0	8.63566	30301762
k__Bacteria|p__Firmicutes	2|1239	55.85598	4.82353	14403542
k__Bacteria|p__Bacteroidetes	2|976	35.61858	3.0759	13801896
k__Bacteria|p__Actinobacteria	2|201174	4.08256	0.35256	838993
k__Bacteria|p__Verrucomicrobia	2|74201	3.08513	0.26642	743539
k__Bacteria|p__Proteobacteria	2|1224	1.35775	0.11725	513792
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	53.89796	4.65445	13983863
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	2|976|200643	35.61858	3.0759	13801896
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	2|74201|203494	3.08513	0.26642	743539
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	2|201174|84998	2.3032	0.1989	482391
k__Bacteria|p__Actinobacteria|c__Actinobacteria	2|201174|1760	1.77936	0.15366	356602
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2|1239|526524	1.39393	0.12037	303895
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	2|1224|1236	0.9051	0.07816	400602
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	2|1224|28221	0.44096	0.03808	110333
k__Bacteria|p__Firmicutes|c__Negativicutes	2|1239|909932	0.35467	0.03063	70969
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified	2|1239|	0.1765	0.01524	38647
k__Bacteria|p__Firmicutes|c__Bacilli	2|1239|91061	0.03293	0.00284	6168
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	2|1224|28216	0.01169	0.00101	2857
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	2|1239|186801|186802	53.89796	4.65445	13983863
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	2|976|200643|171549	35.61858	3.0759	13801896
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales	2|74201|203494|48461	3.08513	0.26642	743539
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	2|201174|1760|85004	1.77936	0.15366	356602
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales	2|201174|84998|84999	1.70365	0.14712	327684
