#mpa_v30_CHOCOPhlAn_201901
#/home/oaltay/.pyenv/versions/3.7.0/bin/metaphlan /proj/snic2020-6-153/wellnessV1234/2859_v1_1.fastq.gz,/proj/snic2020-6-153/wellnessV1234/2859_v1_2.fastq.gz --bowtie2out 2859.bowtie2.bz2 --input_type fastq -t rel_ab_w_read_stats
#SampleID	Metaphlan_Analysis
#estimated_reads_mapped_to_known_clades:16669946
#clade_name	clade_taxid	relative_abundance	coverage	estimated_number_of_reads_from_the_clade
k__Bacteria	2	99.89564	4.76	15357677
k__Archaea	2157	0.10436	0.00497	8788
k__Bacteria|p__Firmicutes	2|1239	66.18034	3.15348	9557663
k__Bacteria|p__Bacteroidetes	2|976	25.76436	1.22767	4896092
k__Bacteria|p__Actinobacteria	2|201174	6.31739	0.30102	672752
k__Bacteria|p__Proteobacteria	2|1224	1.08548	0.05172	153533
k__Bacteria|p__Verrucomicrobia	2|74201	0.50663	0.02414	67373
k__Archaea|p__Euryarchaeota	2157|28890	0.10436	0.00497	8788
k__Bacteria|p__Lentisphaerae	2|256845	0.04143	0.00197	10264
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	58.67473	2.79584	8730089
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	2|976|200643	25.76436	1.22767	4896092
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	2|201174|84998	5.40965	0.25777	575601
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified	2|1239|	4.44981	0.21203	431887
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2|1239|526524	1.50223	0.07158	229394
k__Bacteria|p__Firmicutes|c__Negativicutes	2|1239|909932	1.34997	0.06433	147720
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	2|1224|28221	1.04441	0.04977	147157
k__Bacteria|p__Actinobacteria|c__Actinobacteria	2|201174|1760	0.90774	0.04325	97151
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	2|74201|203494	0.50663	0.02414	67373
k__Bacteria|p__Firmicutes|c__Bacilli	2|1239|91061	0.20361	0.0097	18573
k__Archaea|p__Euryarchaeota|c__Methanobacteria	2157|28890|183925	0.10436	0.00497	8788
k__Bacteria|p__Lentisphaerae|c__Lentisphaeria	2|256845|1313211	0.04143	0.00197	10264
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	2|1224|28216	0.02789	0.00133	3158
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	2|1224|1236	0.01318	0.00063	3218
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	2|1239|186801|186802	58.67473	2.79584	8730089
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	2|976|200643|171549	25.76436	1.22767	4896092
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales	2|201174|84998|84999	4.74565	0.22613	495579
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified	2|1239||	4.44981	0.21203	431887
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	2|1239|526524|526525	1.50223	0.07158	229394
