#mpa_v30_CHOCOPhlAn_201901
#/home/oaltay/.pyenv/versions/3.7.0/bin/metaphlan /proj/snic2020-6-153/wellnessV1234/3210_v1_1.fastq.gz,/proj/snic2020-6-153/wellnessV1234/3210_v1_2.fastq.gz --bowtie2out 3210.bowtie2.bz2 --input_type fastq -t rel_ab_w_read_stats
#SampleID	Metaphlan_Analysis
#estimated_reads_mapped_to_known_clades:19261975
#clade_name	clade_taxid	relative_abundance	coverage	estimated_number_of_reads_from_the_clade
k__Bacteria	2	99.76248	5.01018	18767897
k__Archaea	2157	0.23752	0.01193	21082
k__Bacteria|p__Firmicutes	2|1239	50.06247	2.51419	7920936
k__Bacteria|p__Bacteroidetes	2|976	44.42838	2.23124	10136583
k__Bacteria|p__Actinobacteria	2|201174	2.46571	0.12383	297109
k__Bacteria|p__Verrucomicrobia	2|74201	1.71622	0.08619	240543
k__Bacteria|p__Proteobacteria	2|1224	1.07289	0.05388	168867
k__Archaea|p__Euryarchaeota	2157|28890	0.23752	0.01193	21082
k__Bacteria|p__Lentisphaerae	2|256845	0.01063	0.00053	2777
k__Bacteria|p__Synergistetes	2|508458	0.00618	0.00031	1082
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	49.13128	2.46743	7821303
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	2|976|200643	44.42838	2.23124	10136583
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	2|74201|203494	1.71622	0.08619	240543
k__Bacteria|p__Actinobacteria|c__Actinobacteria	2|201174|1760	1.26414	0.06349	143029
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	2|201174|84998	1.20157	0.06034	154080
k__Bacteria|p__Proteobacteria|c__Proteobacteria_unclassified	2|1224|	0.62747	0.03151	64442
k__Bacteria|p__Firmicutes|c__Bacilli	2|1239|91061	0.57945	0.0291	61847
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	2|1224|1236	0.306	0.01537	76692
k__Archaea|p__Euryarchaeota|c__Methanobacteria	2157|28890|183925	0.23752	0.01193	21082
k__Bacteria|p__Firmicutes|c__Negativicutes	2|1239|909932	0.21994	0.01105	20942
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	2|1224|28216	0.11329	0.00569	21968
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified	2|1239|	0.0758	0.00381	9400
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2|1239|526524	0.056	0.00281	7444
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	2|1224|28221	0.02614	0.00131	5765
k__Bacteria|p__Lentisphaerae|c__Lentisphaeria	2|256845|1313211	0.01063	0.00053	2777
k__Bacteria|p__Synergistetes|c__Synergistia	2|508458|649775	0.00618	0.00031	1082
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	2|1239|186801|186802	49.13128	2.46743	7821303
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	2|976|200643|171549	44.42838	2.23124	10136583
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales	2|74201|203494|48461	1.71622	0.08619	240543
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	2|201174|1760|85004	1.26414	0.06349	143029
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales	2|201174|84998|84999	0.73367	0.03685	82748
k__Bacteria|p__Proteobacteria|c__Proteobacteria_unclassified|o__Proteobacteria_unclassified	2|1224||	0.62747	0.03151	64442
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	2|1239|91061|186826	0.57945	0.0291	61847
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales	2|201174|84998|1643822	0.4679	0.0235	71332
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	2|1224|1236|91347	0.306	0.01537	76692
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales	2157|28890|183925|2158	0.23752	0.01193	21082
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales	2|1239|909932|1843489	0.21994	0.01105	20942
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	2|1224|28216|80840	0.11329	0.00569	21968
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified	2|1239||	0.0758	0.00381	9400
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	2|1239|526524|526525	0.056	0.00281	7444
