#mpa_v30_CHOCOPhlAn_201901
#/home/oaltay/.pyenv/versions/3.7.0/bin/metaphlan /proj/sllstore2017024/hong/SZAOMICS_metagenomics/fastq1/Feces_20008_Visit1_S29_R1_001.fastq.gz --input_type fastq -t rel_ab_w_read_stats
#SampleID	Metaphlan_Analysis
#estimated_reads_mapped_to_known_clades:5052139
#clade_name	clade_taxid	relative_abundance	coverage	estimated_number_of_reads_from_the_clade
k__Bacteria	2	99.52605	1.46869	4608189
k__Archaea	2157	0.39008	0.00576	10173
k__Eukaryota	2759	0.08388	0.00124	20383
k__Bacteria|p__Bacteroidetes	2|976	47.39993	0.69947	2620141
k__Bacteria|p__Firmicutes	2|1239	36.88163	0.54426	1489884
k__Bacteria|p__Actinobacteria	2|201174	14.95931	0.22075	480682
k__Archaea|p__Euryarchaeota	2157|28890	0.39008	0.00576	10173
k__Bacteria|p__Proteobacteria	2|1224	0.1353	0.002	8774
k__Eukaryota|p__Eukaryota_unclassified	2759|	0.08388	0.00124	20383
k__Bacteria|p__Verrucomicrobia	2|74201	0.07851	0.00116	3233
k__Bacteria|p__Lentisphaerae	2|256845	0.07136	0.00105	5475
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	2|976|200643	47.39993	0.69947	2620141
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	22.68358	0.33474	988330
k__Bacteria|p__Actinobacteria|c__Actinobacteria	2|201174|1760	12.04537	0.17775	385019
k__Bacteria|p__Firmicutes|c__Negativicutes	2|1239|909932	11.19758	0.16524	407669
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	2|201174|84998	2.91395	0.043	95663
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified	2|1239|	1.82312	0.0269	58933
k__Bacteria|p__Firmicutes|c__Bacilli	2|1239|91061	0.93556	0.01381	28137
k__Archaea|p__Euryarchaeota|c__Methanobacteria	2157|28890|183925	0.39008	0.00576	10173
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2|1239|526524	0.24179	0.00357	6815
k__Eukaryota|p__Eukaryota_unclassified|c__Eukaryota_unclassified	2759||	0.08388	0.00124	20383
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	2|74201|203494	0.07851	0.00116	3233
k__Bacteria|p__Lentisphaerae|c__Lentisphaeria	2|256845|1313211	0.07136	0.00105	5475
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	2|1224|28221	0.06832	0.00101	4427
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	2|1224|1236	0.04647	0.00069	3514
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	2|1224|28216	0.0205	0.0003	833
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	2|976|200643|171549	47.39993	0.69947	2620141
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	2|1239|186801|186802	22.68358	0.33474	988330
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	2|201174|1760|85004	12.04537	0.17775	385019
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales	2|1239|909932|1843489	10.73261	0.15838	390901
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales	2|201174|84998|84999	2.75629	0.04067	88991
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified	2|1239||	1.82312	0.0269	58933
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	2|1239|91061|186826	0.93556	0.01381	28137
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	2|1239|909932|909929	0.46497	0.00686	16768
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales	2157|28890|183925|2158	0.39008	0.00576	10173
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	2|1239|526524|526525	0.24179	0.00357	6815
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales	2|201174|84998|1643822	0.15765	0.00233	6672
k__Eukaryota|p__Eukaryota_unclassified|c__Eukaryota_unclassified|o__Eukaryota_unclassified	2759|||	0.08388	0.00124	20383
