#mpa_v30_CHOCOPhlAn_201901
#/home/oaltay/.pyenv/versions/3.7.0/bin/metaphlan /proj/snic2020-6-153/wellnessV1234/3068_v1_1.fastq.gz,/proj/snic2020-6-153/wellnessV1234/3068_v1_2.fastq.gz --bowtie2out 3068.bowtie2.bz2 --input_type fastq -t rel_ab_w_read_stats
#SampleID	Metaphlan_Analysis
#estimated_reads_mapped_to_known_clades:8847068
#clade_name	clade_taxid	relative_abundance	coverage	estimated_number_of_reads_from_the_clade
k__Bacteria	2	98.7597	2.49065	7948312
k__Archaea	2157	1.2403	0.03128	55283
k__Bacteria|p__Firmicutes	2|1239	53.07826	1.33859	3720624
k__Bacteria|p__Bacteroidetes	2|976	36.25227	0.91426	3563713
k__Bacteria|p__Actinobacteria	2|201174	6.88615	0.17366	394504
k__Bacteria|p__Proteobacteria	2|1224	2.47479	0.06241	260525
k__Archaea|p__Euryarchaeota	2157|28890	1.2403	0.03128	55283
k__Bacteria|p__Lentisphaerae	2|256845	0.06822	0.00172	8946
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	49.00308	1.23582	3501135
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	2|976|200643	36.25227	0.91426	3563713
k__Bacteria|p__Actinobacteria|c__Actinobacteria	2|201174|1760	3.76465	0.09494	219656
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	2|201174|84998	3.1215	0.07872	174848
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified	2|1239|	1.87577	0.04731	110202
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	2|1224|1236	1.46905	0.03705	189883
k__Bacteria|p__Firmicutes|c__Negativicutes	2|1239|909932	1.3107	0.03305	62907
k__Archaea|p__Euryarchaeota|c__Methanobacteria	2157|28890|183925	1.2403	0.03128	55283
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	2|1224|28221	0.95998	0.02421	67374
k__Bacteria|p__Firmicutes|c__Bacilli	2|1239|91061	0.70064	0.01767	33441
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2|1239|526524	0.18807	0.00474	12939
k__Bacteria|p__Lentisphaerae|c__Lentisphaeria	2|256845|1313211	0.06822	0.00172	8946
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	2|1224|28216	0.04577	0.00115	3268
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	2|1239|186801|186802	49.00308	1.23582	3501135
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	2|976|200643|171549	36.25227	0.91426	3563713
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	2|201174|1760|85004	3.76377	0.09492	219603
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales	2|201174|84998|84999	2.84581	0.07177	157058
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified	2|1239||	1.87577	0.04731	110202
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	2|1224|1236|91347	1.46905	0.03705	189883
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales	2|1239|909932|1843489	1.28837	0.03249	61602
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales	2157|28890|183925|2158	1.2403	0.03128	55283
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	2|1224|28221|213115	0.95998	0.02421	67374
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	2|1239|91061|186826	0.70064	0.01767	33441
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales	2|201174|84998|1643822	0.27569	0.00695	17790
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	2|1239|526524|526525	0.18807	0.00474	12939
k__Bacteria|p__Lentisphaerae|c__Lentisphaeria|o__Victivallales	2|256845|1313211|278082	0.06822	0.00172	8946
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	2|1224|28216|80840	0.04577	0.00115	3268
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales	2|1239|909932|1843488	0.02233	0.00056	1305
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales	2|201174|1760|2037	0.00088	2e-05	53
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae	2|1239|186801|186802|541000	26.55738	0.66976	1785215
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	2|1239|186801|186802|186803	18.6951	0.47148	1472424
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	2|976|200643|171549|815	17.53283	0.44217	2062895
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae	2|976|200643|171549|171550	10.77676	0.27178	747334
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae	2|201174|1760|85004|31953	3.76377	0.09492	219603
