#mpa_v30_CHOCOPhlAn_201901
#/home/oaltay/.pyenv/versions/3.7.0/bin/metaphlan /proj/sllstore2017024/hong/SZAOMICS_metagenomics/fastq1/Feces_20010_Visit1_S24_R1_001.fastq.gz --input_type fastq -t rel_ab_w_read_stats
#SampleID	Metaphlan_Analysis
#estimated_reads_mapped_to_known_clades:6633815
#clade_name	clade_taxid	relative_abundance	coverage	estimated_number_of_reads_from_the_clade
k__Bacteria	2	100.0	1.69188	5694312
k__Bacteria|p__Bacteroidetes	2|976	69.23535	1.17138	4245828
k__Bacteria|p__Firmicutes	2|1239	20.53291	0.34739	1067354
k__Bacteria|p__Actinobacteria	2|201174	10.21752	0.17287	380480
k__Bacteria|p__Proteobacteria	2|1224	0.01422	0.00024	650
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	2|976|200643	69.23535	1.17138	4245828
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	17.25891	0.292	927196
k__Bacteria|p__Actinobacteria|c__Actinobacteria	2|201174|1760	7.99584	0.13528	297142
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	2|201174|84998	2.22168	0.03759	83338
k__Bacteria|p__Firmicutes|c__Bacilli	2|1239|91061	1.59168	0.02693	57999
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2|1239|526524	1.0413	0.01762	56131
k__Bacteria|p__Firmicutes|c__Negativicutes	2|1239|909932	0.4671	0.0079	18981
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified	2|1239|	0.17391	0.00294	7047
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	2|1224|28221	0.01422	0.00024	650
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	2|976|200643|171549	69.23535	1.17138	4245828
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	2|1239|186801|186802	17.25891	0.292	927196
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	2|201174|1760|85004	7.99584	0.13528	297142
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales	2|201174|84998|84999	2.0141	0.03408	74552
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	2|1239|91061|186826	1.59168	0.02693	57999
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	2|1239|526524|526525	1.0413	0.01762	56131
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	2|1239|909932|909929	0.4671	0.0079	18981
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales	2|201174|84998|1643822	0.20757	0.00351	8786
