#mpa_v30_CHOCOPhlAn_201901
#/home/oaltay/.pyenv/versions/3.7.0/bin/metaphlan /proj/sllstore2017024/hong/SZAOMICS_metagenomics/fastq1/Feces_20029_Visit1_S17_R1_001.fastq.gz --input_type fastq -t rel_ab_w_read_stats
#SampleID	Metaphlan_Analysis
#estimated_reads_mapped_to_known_clades:8523389
#clade_name	clade_taxid	relative_abundance	coverage	estimated_number_of_reads_from_the_clade
k__Bacteria	2	100.0	2.18102	8029274
k__Bacteria|p__Bacteroidetes	2|976	44.45519	0.96958	4371540
k__Bacteria|p__Firmicutes	2|1239	42.04617	0.91704	2957293
k__Bacteria|p__Actinobacteria	2|201174	10.87242	0.23713	535701
k__Bacteria|p__Proteobacteria	2|1224	2.62481	0.05725	164580
k__Bacteria|p__Lentisphaerae	2|256845	0.00141	3e-05	160
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	2|976|200643	44.45519	0.96958	4371540
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	41.64398	0.90826	2938163
k__Bacteria|p__Actinobacteria|c__Actinobacteria	2|201174|1760	9.64619	0.21039	472947
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	2|1224|28216	2.39979	0.05234	148316
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	2|201174|84998	1.22623	0.02674	62754
k__Bacteria|p__Firmicutes|c__Negativicutes	2|1239|909932	0.19817	0.00432	10804
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified	2|1239|	0.17165	0.00374	6989
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	2|1224|28221	0.12172	0.00265	11657
k__Bacteria|p__Proteobacteria|c__Proteobacteria_unclassified	2|1224|	0.1033	0.00225	4607
k__Bacteria|p__Firmicutes|c__Bacilli	2|1239|91061	0.03238	0.00071	1337
k__Bacteria|p__Lentisphaerae|c__Lentisphaeria	2|256845|1313211	0.00141	3e-05	160
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	2|976|200643|171549	44.45519	0.96958	4371540
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	2|1239|186801|186802	41.64398	0.90826	2938163
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	2|201174|1760|85004	9.64619	0.21039	472947
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	2|1224|28216|80840	2.39979	0.05234	148316
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales	2|201174|84998|84999	0.98338	0.02145	46926
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales	2|201174|84998|1643822	0.24285	0.0053	15828
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales	2|1239|909932|1843489	0.19817	0.00432	10804
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified	2|1239||	0.17165	0.00374	6989
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	2|1224|28221|213115	0.12172	0.00265	11657
k__Bacteria|p__Proteobacteria|c__Proteobacteria_unclassified|o__Proteobacteria_unclassified	2|1224||	0.1033	0.00225	4607
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	2|1239|91061|186826	0.03238	0.00071	1337
k__Bacteria|p__Lentisphaerae|c__Lentisphaeria|o__Victivallales	2|256845|1313211|278082	0.00141	3e-05	160
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	2|976|200643|171549|815	29.60427	0.64568	3372729
