#mpa_v30_CHOCOPhlAn_201901
#/home/oaltay/.pyenv/versions/3.7.0/bin/metaphlan /proj/sllstore2017024/hong/SZAOMICS_metagenomics/fastq1/Feces_20007_Visit1_S11_R1_001.fastq.gz --input_type fastq -t rel_ab_w_read_stats
#SampleID	Metaphlan_Analysis
#estimated_reads_mapped_to_known_clades:3276773
#clade_name	clade_taxid	relative_abundance	coverage	estimated_number_of_reads_from_the_clade
k__Bacteria	2	97.16411	0.85886	2713636
k__Archaea	2157	2.83299	0.02504	44121
k__Eukaryota	2759	0.0029	3e-05	287
k__Bacteria|p__Firmicutes	2|1239	47.0838	0.41618	1125912
k__Bacteria|p__Bacteroidetes	2|976	43.18911	0.38176	1436901
k__Bacteria|p__Actinobacteria	2|201174	4.26324	0.03768	84351
k__Archaea|p__Euryarchaeota	2157|28890	2.83299	0.02504	44121
k__Bacteria|p__Proteobacteria	2|1224	2.56988	0.02272	63803
k__Bacteria|p__Lentisphaerae	2|256845	0.05808	0.00051	2669
k__Eukaryota|p__Eukaryota_unclassified	2759|	0.0029	3e-05	287
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	2|976|200643	43.18911	0.38176	1436901
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	41.96351	0.37093	1026508
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified	2|1239|	4.35735	0.03852	83238
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	2|201174|84998	3.06954	0.02713	61013
k__Archaea|p__Euryarchaeota|c__Methanobacteria	2157|28890|183925	2.83299	0.02504	44121
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	2|1224|28221	2.5643	0.02267	63686
k__Bacteria|p__Actinobacteria|c__Actinobacteria	2|201174|1760	1.1937	0.01055	23338
k__Bacteria|p__Firmicutes|c__Negativicutes	2|1239|909932	0.72056	0.00637	15416
k__Bacteria|p__Lentisphaerae|c__Lentisphaeria	2|256845|1313211	0.05808	0.00051	2669
k__Bacteria|p__Firmicutes|c__Bacilli	2|1239|91061	0.04238	0.00037	750
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	2|1224|28216	0.00558	5e-05	117
k__Eukaryota|p__Eukaryota_unclassified|c__Eukaryota_unclassified	2759||	0.0029	3e-05	287
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	2|976|200643|171549	43.18911	0.38176	1436901
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	2|1239|186801|186802	41.96351	0.37093	1026508
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified	2|1239||	4.35735	0.03852	83238
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales	2157|28890|183925|2158	2.83299	0.02504	44121
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales	2|201174|84998|84999	2.74192	0.02424	53113
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	2|1224|28221|213115	2.5643	0.02267	63686
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	2|201174|1760|85004	1.1937	0.01055	23338
