X.clade_name	clade_taxid	p1	p10	p11	p12	p13	p14	p15	p16	p17	p18	p19	p2	p20	p21	p22	p23	p24	p25	p26	p27	p28	p29	p3	p30	p31	p32	p33	p34	p35	p36	p37	p38	p39	p4	p40	p41	p42	p43	p44	p45	p46	p47	p48	p49	p5	p6	p7	p8	p9
k__Bacteria|p__Proteobacteria|c__Proteobacteria_unclassified|o__Proteobacteria_unclassified|f__Proteobacteria_unclassified	2|1224|||	  0.02246	 0.00283	 0.62747	 0.03297	NA	NA	NA	NA	 0.61543	NA	NA	NA	NA	  0.02707	 0.03135	 0.04720	NA	NA	 0.00913	NA	NA	NA	 0.05727	NA	NA	NA	NA	NA	  0.03454	  1.35313	 0.05974	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	  0.10330	NA	  0.05979	NA	NA	NA	NA
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae	2|1239|186801|186802|186804	  0.00617	 0.22417	 0.00640	NA	 0.39866	NA	 0.00103	NA	 0.02070	NA	 0.00687	NA	NA	  0.65833	 0.06429	 0.00420	NA	NA	NA	  0.24804	NA	 0.10497	NA	NA	NA	  0.36860	  0.26618	NA	NA	  0.25829	NA	NA	NA	NA	NA	NA	NA	  0.17594	NA	 0.01280	NA	NA	NA	NA	NA	NA	 0.00434	  0.01021	NA
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae	2|32066|203490|203491|203492	  0.00513	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	  0.06365	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	  0.02556
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae	2|1224|28221|213115|194924	  0.00297	NA	 0.02614	NA	 0.12968	 0.06019	 0.01419	 0.04450	 0.12507	 0.00579	 0.95998	  0.44096	  0.06474	  0.08625	NA	NA	  0.03739	 0.24029	 1.99920	  0.26756	NA	 2.56430	 0.07656	 0.06832	 1.34152	  0.01422	  0.23074	 0.52476	  0.03041	NA	 0.05088	  0.02276	  0.02214	 1.04441	  0.02241	  0.01266	  0.02066	  0.21208	  0.14789	 1.06207	NA	  0.34550	  0.12172	 1.78803	  0.00275	 0.35194	 0.17817	NA	NA
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae	2|1239|91061|186826|33958	  0.00146	NA	 0.10612	NA	NA	NA	 0.00115	 8.01675	 0.02454	 0.07488	 0.03446	NA	  0.00613	NA	 0.15009	 0.00086	  0.54860	 0.59848	 3.59323	  0.06280	  0.61154	 0.00619	 0.10099	 0.92920	NA	  0.94869	  9.72249	 0.11754	  0.00346	  0.00488	 0.25016	  0.55326	NA	NA	  1.30189	  1.18031	  0.40268	NA	NA	 0.16967	15.55019	  4.13614	  0.02288	11.72844	NA	NA	 0.22886	NA	  0.00272
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus	2|1239|186801|186802|541000|1263	 26.29163	 8.63487	 7.64342	16.28508	 9.16990	10.29582	 3.83230	 5.69060	 2.42422	11.67071	12.68413	 11.08470	  5.43915	  0.02600	20.90333	 4.61086	  0.49390	 4.85423	 0.80485	  1.26699	  1.08236	 3.80241	14.01775	 1.86875	 7.30788	  0.02537	  7.01735	 5.20420	  2.65605	  3.48601	 1.48459	  0.09802	  0.18227	10.60778	  0.39831	  2.22576	  0.62357	  0.00857	  0.51152	 1.77747	 0.00249	  4.10874	  2.76027	 3.87519	  9.61099	 4.89788	10.35564	  5.64305	  3.73909
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium	2|201174|1760|85004|31953|1678	 17.75124	 5.71543	 1.26414	NA	 2.46914	 7.18877	 4.04987	10.98045	 0.15402	14.54163	 3.76377	  1.77936	  0.24393	  1.51576	25.09627	 4.70072	  0.09374	19.89292	12.59750	  1.63764	  2.10464	 1.19370	 1.50100	12.04537	13.08962	  7.99584	 27.47849	 0.29911	 12.32395	 27.00552	 0.78802	  1.06372	  0.23720	 0.89317	  1.27045	 28.74626	  0.55617	 46.61124	NA	 0.59752	 2.32813	 10.13783	  9.64619	31.84734	  2.06107	16.28585	11.95436	NA	NA
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium	2|1239|186801|186802|186806|1730	 11.92172	 1.93035	 5.52460	 9.66596	 7.15729	 5.27224	 3.66446	14.92965	 5.08886	 5.68189	 1.70552	 11.67057	  4.77797	  5.75572	 1.48706	 7.40620	  1.22894	 4.11806	 1.77986	  2.09197	  0.84168	 3.18431	 1.76575	 2.60980	 5.84253	  4.03149	  3.48685	 5.42178	  3.14667	  0.98083	 4.37144	  8.26914	  1.52284	 2.35409	  0.69711	  0.77374	  1.15346	  0.06652	  1.98249	 2.29089	 0.12069	  3.60324	  3.34466	 1.61139	 13.35415	15.65849	12.69746	  1.83159	 17.96862
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium	2|1239|186801|186802|541000|216851	  6.37222	 2.42820	 6.08796	 6.91228	13.10555	 9.46824	 5.38101	 5.28176	NA	 9.71355	 6.54083	  9.51388	  5.76257	  1.40883	 3.27163	 4.76909	  4.81089	 4.25357	 6.26275	  2.23882	  1.53246	 4.65034	 9.46803	 3.24865	 2.46819	  4.06723	  8.51197	 0.89942	 14.27930	 12.74758	 7.28801	 12.27212	  2.09342	 8.55742	  4.14602	 10.64071	  6.63088	  0.02405	  3.47990	 3.31471	 0.63028	  5.67356	 10.88287	 1.06860	  3.57161	 4.56868	 6.12320	  7.83250	  8.43523
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides	2|976|200643|171549|815|816	  5.12001	 8.73154	32.10913	29.05097	 9.29147	17.03011	 5.64577	 4.47019	36.73027	12.04013	17.53283	 23.81343	 14.67120	 45.42621	 5.36640	16.79526	  1.71119	 3.84995	 8.77043	  7.18966	  0.78965	 6.19089	24.11867	 8.36613	 3.99459	  0.13274	  5.81084	 2.89724	 23.16228	 27.08791	15.86041	  0.29705	  1.78169	14.30248	  1.66407	  5.88645	  2.64108	 17.17390	 75.23454	53.80201	 0.49825	  3.23038	 29.60427	 5.23360	 18.84033	 7.48957	17.06885	  6.32777	 14.04964
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified	2|1239||||	  4.37376	 7.22845	 0.07580	 0.48078	 1.05378	 0.10778	 0.27001	 2.01278	 4.48822	 1.86507	 1.87577	  0.17650	  1.11582	  2.29309	 1.69007	 0.60993	  0.23100	 0.25095	 1.26901	  0.64051	  0.06977	 4.35735	 1.59340	 1.82312	 2.49048	  0.17391	  2.22925	 1.67998	  0.18569	NA	 0.15158	  0.64526	  0.00880	 4.44981	  0.08836	  0.09940	  0.08906	  0.72146	  0.11433	 0.42150	 0.42755	  0.33715	  0.17165	 1.44138	  1.13340	 1.79261	 0.47115	  1.67803	  0.33127
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes	2|976|200643|171549|171550|239759	  4.21564	 5.08457	 7.16808	 2.48233	 9.70521	15.94130	 0.93431	 1.68764	 1.56274	 3.16424	10.77676	  7.49780	  4.21373	 12.11506	 0.03593	18.87956	  0.65345	 4.55347	 6.93587	  4.21477	  0.01285	 0.60285	 6.16749	 6.56924	10.52437	NA	  0.84224	 0.00700	  7.88616	NA	 9.43324	  0.83817	  0.02732	 6.75305	  1.82384	  1.24091	  2.77356	  1.94554	  5.39318	 1.78924	 0.24221	  2.28999	  9.59698	 1.37542	  5.53665	 3.50515	 1.12743	  5.22731	  3.25170
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia	2|1239|186801|186802|186803|572511	  2.69594	 7.73772	 1.56429	 2.77804	 3.05061	 3.76286	 1.36801	 3.76895	 1.93445	 1.88402	 2.13070	  1.24945	  4.45455	  1.64702	 1.15566	 1.35313	  1.17019	 1.78070	 0.48719	  8.69865	  0.20080	 4.23797	 1.11884	 0.56402	 1.59831	  0.48584	  0.50268	 2.92871	  0.60532	  0.47584	 0.55695	  1.73679	  0.44644	 9.05744	  0.15825	  0.03282	  0.88815	NA	  0.68976	 0.60586	 0.09294	  2.15232	  1.84434	 0.32393	  5.04760	 6.28991	 4.13888	  3.11362	  2.26663
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea	2|1239|186801|186802|186803|189330	  2.68988	 1.95753	 1.45706	 2.02144	 3.01055	 1.85112	 1.23122	 3.65823	 4.30921	 2.09429	 1.99500	  1.16872	  2.68354	  1.31014	 0.65132	 1.50495	  0.82775	 1.54475	 0.71976	  0.75494	  0.71047	 3.62385	 0.89615	 0.52100	 0.87666	  0.39053	  3.19985	 1.21299	  0.58983	  0.36445	 0.66172	  1.83990	  1.12967	 3.59890	  0.57819	  0.01898	  1.88913	  0.00579	  0.16226	 0.61396	 0.03785	  2.08606	  1.25033	 0.49335	  3.41210	 0.98094	 3.29517	  4.48307	  0.72724
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Barnesiella	2|976|200643|171549|2005519|397864	  2.41981	 2.99581	 2.19351	NA	 0.36694	 2.58465	 0.01384	 0.35738	NA	 1.49488	 3.72457	  1.16545	  0.29891	  3.91175	NA	 2.78523	  0.02621	 0.36126	 0.72814	  0.50183	NA	 3.50667	NA	 1.81645	 0.04495	NA	  0.03691	NA	  1.54624	NA	 1.41274	NA	NA	 0.77547	  0.26091	NA	  0.32999	NA	NA	 2.79266	NA	  0.74658	  1.34359	 0.04541	  2.67881	 0.47007	 0.21334	  1.62517	  1.59252
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella	2|201174|84998|84999|84107|102106	  2.26106	 2.56308	 0.50156	 0.49315	 2.43337	 1.87067	 1.19949	 2.74302	NA	 3.53524	 2.84313	  1.70365	  0.70426	  4.32900	NA	 1.25030	  0.59536	 3.78389	 1.96874	  0.77290	  1.67967	 2.74043	 0.31385	 2.75629	 4.36096	  2.01410	  9.04975	 2.32288	  1.77451	NA	 2.33345	  1.16409	  1.37263	 4.73224	  7.17170	  3.25269	  3.63135	  0.27857	NA	 1.11996	 0.10352	  9.15081	  0.98338	 2.66879	  1.91066	 4.66473	 3.24425	  1.76913	NA
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified	2|1239|186801|186802|541000|	  2.06702	 0.07225	 0.07473	 0.01731	 0.22312	 0.27183	 2.29134	 0.17323	 0.05486	 0.17781	 6.87245	  3.51686	  0.00391	  0.12540	 9.36610	 1.47920	NA	NA	 0.44803	NA	NA	 0.94236	 0.41765	 0.28436	 0.37476	  0.03371	  0.06044	 0.03273	NA	NA	NA	NA	  0.20538	 0.49685	NA	NA	NA	  0.00092	  0.01442	 1.65083	 0.02368	  0.04013	NA	 1.35772	  0.04447	 0.38883	 0.11037	  0.05253	  0.05786
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes	2|1239|186801|186802|186803|207244	  1.55642	 0.27916	 2.47607	 2.21742	 2.69391	 0.38479	 0.44534	 0.24583	 8.54946	 4.06540	 0.98168	  0.29740	  0.58727	  0.25522	 2.07076	 2.44957	  0.12042	 2.42990	 0.02022	  0.50241	  0.04900	 0.15951	 4.01065	 0.01705	 0.82150	  0.10595	  0.46282	 0.11888	  0.03978	  0.31516	 0.05343	  0.42728	  0.54832	 0.64518	  0.38095	NA	  0.29649	  0.00311	  0.55990	 0.04487	NA	  0.04684	  0.52448	 0.03517	  6.01894	 3.35716	 1.35402	  2.85672	  5.11951
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Fusicatenibacter	2|1239|186801|186802|186803|1407607	  1.50009	 2.86822	 4.27425	 7.54254	 1.96669	 2.93443	 1.27683	 1.75493	 2.25331	 3.26775	 1.57061	  3.84779	  0.19137	  0.24582	 2.96461	 1.48883	  0.25501	 0.56745	 0.61965	  0.13408	  0.11167	 1.64436	 1.45704	 0.11586	 0.73379	  0.16552	  1.03599	 0.70162	  4.04788	  2.97900	 0.28148	  2.17245	  0.53663	 3.07114	  0.18880	  1.16406	  0.76470	NA	  0.88653	 0.71097	 0.02648	  1.10730	  2.58206	 0.00996	  6.24515	 3.85349	 7.87471	 10.70006	  2.59441
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus	2|1239|91061|186826|1300|1301	  1.40872	 0.49654	 0.38465	 1.39898	 0.09036	 0.24430	 0.18507	 0.12654	 4.82736	 0.85075	 0.66618	  0.03293	  0.07863	  0.76434	 0.00856	 0.24560	  0.78922	 1.46992	 0.14904	  0.01804	  0.06288	 0.03619	 0.00285	 0.00636	NA	  0.64299	  0.00502	NA	  0.66215	  0.05318	 1.66415	  4.95821	NA	 0.20361	  0.24006	NA	  1.49868	  0.33510	  0.12926	 1.53369	 1.51423	  1.87667	  0.00949	 0.30644	  0.04726	 0.01388	 0.38225	  0.07556	  0.17040
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia	2|1239|186801|186802|186803|841	  1.22603	15.07976	 2.16545	 3.64682	 1.44307	 8.10118	 7.98818	 2.00204	 1.97568	 1.57204	 1.51404	  1.11827	  2.02546	  0.45536	 0.70721	 3.55124	  2.14866	 4.96303	12.68191	  3.92067	  0.71472	 2.80196	 2.36579	 1.84928	 2.21962	  2.89286	  0.34359	 0.21615	  9.68074	 17.12390	 2.60587	  0.99130	  2.93529	 0.94581	  0.85987	  1.02809	  4.50195	NA	  2.92712	 2.39398	 0.44099	  3.88314	 13.76769	 1.37173	  1.14728	 1.00225	 5.28916	 14.85984	  1.28984
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Akkermansiaceae|g__Akkermansia	2|74201|203494|48461|1647988|239934	  1.04496	 0.04551	 1.71622	NA	 0.33634	 0.81820	 0.03446	 0.05942	NA	 0.97817	NA	  3.08513	  0.58026	NA	 0.57852	 0.01379	NA	11.17444	 0.58064	  0.65661	NA	NA	 1.72939	 0.07851	 5.32118	NA	  6.23191	NA	  1.93097	NA	 0.01857	NA	  1.39059	 0.50663	  0.05612	  0.69741	NA	  0.46466	  1.12384	 1.64652	 0.00442	  0.08307	NA	 1.19102	  5.79041	 1.63215	NA	  4.88408	  0.02149
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides	2|976|200643|171549|2005525|375288	  0.84920	 0.27299	 1.73865	 0.52709	 1.19213	 2.96230	 0.23438	 0.95119	 2.19909	 1.41868	 2.71052	  2.15547	  1.63199	  3.92774	NA	 1.28189	  0.91656	 0.50003	 1.66327	  1.72411	  0.05135	 1.75065	 2.41036	 2.18064	 2.62209	  0.00268	  0.50781	 1.01005	  0.91726	  1.72288	 1.92249	NA	  0.69528	 1.44696	  0.41589	  0.72160	  0.59637	  0.04937	  1.20125	 4.79382	 0.02844	  0.91016	  2.59544	 1.26680	  1.29340	 0.90591	 1.51640	  1.68859	  0.53372
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium	2|1239|186801|186802|31979|1485	  0.57697	 0.88571	 0.20936	NA	 0.12501	 0.20989	NA	 0.15300	NA	 0.12424	 0.23008	  0.09576	  0.06891	  0.66200	 0.27951	 0.20053	  0.08225	 0.16029	 1.43270	  0.17779	NA	 5.15992	 5.86786	NA	 1.27992	  0.45658	  0.05401	 0.03949	NA	  0.05497	 0.16022	NA	NA	 0.27009	NA	NA	NA	NA	NA	 0.23503	NA	  0.04151	  0.59074	 2.90923	  0.13000	 1.41755	 0.14929	  5.08997	  2.46712
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Agathobaculum	2|1239|186801|186802|541000|2048137	  0.48752	 1.42751	 0.41117	 0.45726	 0.04028	 0.61835	 0.35505	 0.22591	 0.00366	 0.38991	 0.15536	  1.43179	  0.52828	NA	 0.03983	 0.24931	  0.63789	 0.61699	 0.20296	  0.01592	  0.03199	 0.20081	 0.41819	 0.18208	 0.22967	  0.00375	  0.31828	 0.71724	  0.84172	  1.11049	 0.08589	  1.03071	  0.49028	 0.35784	  0.45853	  0.57939	  1.60829	NA	  0.07888	 0.16418	NA	  0.22879	  0.07955	 0.07772	  0.63518	 0.28719	 0.56759	  0.50046	  0.50645
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Odoribacter	2|976|200643|171549|1853231|283168	  0.46331	 0.55313	 0.62882	 0.38278	 0.98540	 0.80778	 0.45143	 0.36462	 1.37564	 0.24654	 1.02942	  0.81234	  0.63526	  0.64751	NA	 0.94680	  0.37157	 0.40483	 1.66588	  0.32561	NA	 0.78019	 1.04230	 0.25135	 0.39829	NA	  0.71730	 0.33406	  0.39315	NA	 1.00504	NA	  0.24253	 0.31740	  0.13576	  0.07946	  0.04084	NA	NA	 0.81976	NA	  0.46809	  0.33054	 8.17882	  0.42399	 0.44233	 0.24642	  0.44856	  0.47706
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Dialister	2|1239|909932|1843489|31977|39948	  0.43523	 0.72834	 0.21994	NA	NA	 0.30446	 0.89739	 6.75081	 0.00321	 0.02644	 1.28837	NA	NA	NA	 0.12815	 0.17358	NA	NA	 0.33854	NA	NA	 0.00696	NA	 1.43183	NA	NA	NA	NA	  0.40565	  0.54631	 0.78122	NA	  3.91180	NA	NA	  0.00979	NA	  0.04296	NA	NA	NA	NA	  0.19817	NA	NA	NA	 0.88880	  0.63310	NA
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Parasutterella	2|1224|28216|80840|995019|577310	  0.40669	 0.15164	 0.06256	 0.73436	 0.03438	 0.03256	NA	NA	 0.04453	 0.01916	 0.04577	  0.01169	  0.00752	NA	 0.07086	 0.66832	NA	NA	 0.35998	  0.10044	NA	NA	 0.92399	 0.01709	 0.02317	NA	NA	NA	  0.82127	  0.26666	 0.02561	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	  2.31289	NA	  0.10140	 0.01078	NA	NA	  0.05356
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Adlercreutzia	2|201174|84998|1643822|1643826|447020	  0.21226	 0.01049	 0.08527	 0.10149	 0.05041	 0.13366	NA	NA	NA	 0.32213	 0.01136	  0.14771	  0.00114	  0.04733	 0.06301	 0.01791	NA	NA	 0.26497	NA	NA	 0.12739	 0.02280	 0.04468	NA	NA	  0.06811	NA	  0.06080	NA	 0.03028	  0.03599	  0.18765	NA	  0.02735	  0.00507	  0.13358	  0.60760	  0.05194	 0.06187	NA	  0.05014	  0.07292	 0.18503	  0.03327	 0.02389	 0.00901	NA	  0.03845
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Butyricimonas	2|976|200643|171549|1853231|574697	  0.19739	NA	 0.59019	 0.09851	 0.01611	NA	 0.02161	 0.10215	 0.99080	 0.00877	 0.26814	  0.07916	  0.09585	  0.08412	NA	NA	  0.20307	 0.45944	 0.24847	  0.02724	NA	 0.12702	 0.01304	 0.07716	 0.11032	NA	  0.15196	NA	  0.12646	NA	NA	NA	NA	 0.20404	  0.04782	NA	  0.01019	NA	NA	 0.18846	 0.01354	  0.08476	  0.05547	 0.57059	  0.02440	 0.06001	 0.18068	  0.51245	  0.05515
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Asaccharobacter	2|201174|84998|1643822|1643826|553372	  0.18452	 0.02195	 0.23237	 0.03951	 0.06643	 0.26295	NA	NA	NA	 0.78836	 0.02048	  0.32715	  0.00398	  0.04739	 0.13841	 0.07153	NA	NA	 0.31635	  0.00138	NA	 0.02471	 0.03796	 0.10760	NA	NA	  0.05066	NA	  0.03844	NA	 0.04052	  0.02849	  0.46106	 0.00953	  0.03598	  0.00474	  0.09248	  0.31137	  0.01744	 0.05562	NA	  0.10569	  0.12538	 0.09827	  0.07429	 0.10496	 0.02935	NA	  0.14478
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Oxalobacter	2|1224|28216|80840|75682|846	  0.13960	NA	NA	NA	NA	NA	NA	NA	NA	 0.09125	NA	NA	NA	NA	 0.21270	 0.13796	NA	NA	 0.04480	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	  0.00873	NA	NA	NA	NA
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium	2|1239|186801|186802|186803|1506553	  0.13385	NA	 0.01282	NA	NA	NA	NA	NA	 3.32674	 0.07314	NA	  0.03180	  0.02579	  1.43303	 0.03511	NA	NA	 0.01738	 0.02980	NA	NA	NA	 0.01402	NA	NA	NA	NA	NA	NA	  0.06014	 0.02542	NA	NA	 0.12589	NA	NA	NA	  0.24421	  0.02326	 0.04315	NA	NA	NA	NA	NA	NA	NA	  0.00273	  0.00547
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerotignum	2|1239|186801|186802|186803|2039240	  0.13162	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	  0.00295	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Coprobacter	2|976|200643|171549|2005519|1348911	  0.12276	 0.02661	NA	 0.00841	 0.46383	NA	NA	 0.00184	NA	 0.17346	 0.02557	  0.09494	  0.02333	  0.11020	NA	NA	NA	 0.02544	NA	NA	NA	 0.01555	 1.96360	 0.40246	 0.07557	NA	  0.01424	NA	NA	NA	 0.00673	NA	NA	NA	  0.03678	NA	  0.00656	NA	NA	NA	NA	  0.01724	  0.03960	NA	  0.01688	 0.13433	 0.24728	  0.19627	  0.08482
