X.clade_name	clade_taxid	p1	p10	p11	p12	p13	p14	p15	p16	p17	p18	p19	p2	p20	p21	p22	p23	p24	p25	p26	p27	p28	p29	p3	p30	p31	p32	p33	p34	p35	p36	p37	p38	p39	p4	p40	p41	p42	p43	p44	p45	p46	p47	p48	p49	p5	p6	p7	p8	p9
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_CAG_38	2|1239|186801|186802|186806|1730|1262889	     352	  31063	    9869	NA	  53843	   34560	  151010	  46031	NA	    3924	  20315	   51207	NA	NA	   1676	   17857	   2252	   2382	  56099	    627	   1921	   9410	    1476	NA	   1463	     50	NA	    739	  12685	   1903	   9862	   9483	NA	   22640	   2045	   7768	NA	NA	   24336	NA	   8692	    135	   6230	   1750	    7653	   1631	  109678	    3532	   16940
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_lavalense	2|1239|186801|186802|186803|1506553|460384	     812	NA	    3344	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	   17309	NA	NA	NA	NA	   2677	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	    152	NA	NA	NA	NA	NA	NA	NA	    2217	NA	NA	NA	NA	NA	NA	NA	NA	     656	     806
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila|s__Bilophila_wadsworthia	2|1224|28221|213115|194924|35832|35833	     486	NA	    5765	NA	  18232	    9266	    2943	NA	   17809	    1201	   4963	   19155	   17058	   17729	NA	NA	     81	    911	   8376	   2370	NA	   6226	    4962	   4427	   2664	NA	   8359	  17815	   2169	NA	   4084	   1342	    3154	    1125	   1244	    931	   1650	  20869	   21723	   24241	NA	NA	  11657	   5302	     480	   2034	NA	NA	NA
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacteriaceae_unclassified|s__Eubacteriaceae_bacterium_CHKCI005	2|1239|186801|186802|186806||1780381	     173	    478	NA	NA	NA	     671	NA	NA	NA	    2056	NA	NA	NA	    1311	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	    3478	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	     56	      56	NA	NA
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_intestinalis	2|201174|84998|84999|84107|102106|147207	     118	    360	NA	NA	    188	      63	NA	    183	NA	     483	NA	    4058	NA	     171	NA	      63	NA	NA	NA	NA	NA	NA	NA	NA	NA	    119	    117	NA	NA	NA	NA	NA	NA	      58	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	     251	NA	NA	NA	NA
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Hungatella|s__Hungatella_hathewayi	2|1239|186801|186802|31979|1649459|154046	     412	NA	NA	NA	NA	NA	NA	NA	    1025	    1142	NA	   11581	NA	   77403	    484	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	   2768	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_plantarum	2|1239|91061|186826|33958|1578|1590	     176	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	   4030	     96	NA	NA	NA	NA	NA	NA	NA	    2597	NA	NA	NA	NA	NA	NA	NA	NA	     442
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Enorma|s__Collinsella_massiliensis	2|201174|84998|84999|84107|1472762|1232426	     107	   1326	     373	NA	    205	     109	     937	    419	    2467	    1197	    102	NA	     155	   30286	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	    205	NA	NA	NA	NA	NA	NA	    1489	NA	NA	NA	NA	NA	NA	NA	     55	NA	NA	NA	   1439	     839	NA	NA
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Flavonifractor|s__Flavonifractor_sp_An100	2|1239|186801|186802|541000|946234|1965538	      89	NA	     626	NA	NA	NA	NA	NA	NA	     548	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	    1845	NA	NA	NA	NA	NA	NA	NA	NA	NA
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus|s__Anaerotruncus_colihominis	2|1239|186801|186802|541000|244127|169435	      93	NA	NA	NA	NA	    2925	NA	NA	   13625	     622	NA	     792	    1809	     806	NA	NA	    147	NA	   1604	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	    4410	NA	    679	NA	  10052	    3660	NA	NA	NA	NA	   1226	   11287	NA	NA	NA	NA
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_filiformis	2|1239|526524|526525|128827|61170|61171	      81	NA	NA	    1285	NA	    1253	NA	NA	NA	    4333	NA	NA	NA	    4757	NA	NA	NA	NA	NA	NA	NA	NA	    5594	NA	NA	NA	NA	NA	NA	   7492	NA	NA	NA	    2797	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	    2549	    3350	NA
k__Archaea	2157	NA	 169162	   21082	  106632	 116187	   31350	   23787	   8454	  320591	   73951	  55283	NA	NA	NA	 891690	  137118	NA	   1582	     63	NA	NA	  44121	  106558	  10173	  18751	NA	NA	   5184	NA	NA	    534	NA	NA	    8788	NA	NA	NA	NA	NA	    9739	   1670	NA	NA	  21682	NA	 413982	   60852	NA	NA
k__Archaea|p__Euryarchaeota	2157|28890	NA	 169162	   21082	  106632	 116187	   31350	   23787	   8454	  320591	   73951	  55283	NA	NA	NA	 891690	  137118	NA	   1582	     63	NA	NA	  44121	  106558	  10173	  18751	NA	NA	   5184	NA	NA	    534	NA	NA	    8788	NA	NA	NA	NA	NA	    9739	   1670	NA	NA	  21682	NA	 413982	   60852	NA	NA
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	2|1224|1236	NA	 640390	   76692	     188	  14315	   18762	   16126	  31761	NA	NA	 189883	  400602	     127	  103220	  20032	   82355	   4000	  45954	1380364	 203662	  13471	NA	  334638	   3514	 326409	NA	  11863	 573847	NA	   8924	   8895	  41170	    1459	    3218	   4170	  85119	   5582	 200838	NA	  342853	  27353	 420648	NA	  47079	NA	  30729	    1703	    3182	    5540
k__Archaea|p__Euryarchaeota|c__Methanobacteria	2157|28890|183925	NA	 166099	   21082	  106632	 116187	   31350	   23787	   8454	  320591	   73951	  55283	NA	NA	NA	 891690	  137118	NA	   1582	     63	NA	NA	  44121	  106558	  10173	  18751	NA	NA	   5184	NA	NA	    534	NA	NA	    8788	NA	NA	NA	NA	NA	    9739	   1670	NA	NA	  21682	NA	 413982	   60852	NA	NA
k__Archaea|p__Euryarchaeota|c__Thermoplasmata	2157|28890|183967	NA	   3063	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	2|1224|1236|91347	NA	 640390	   76692	NA	  14315	   18762	   15865	  27821	NA	NA	 189883	  400602	NA	  103220	  19310	   74792	   3883	  45954	1380364	 203662	  13471	NA	  334032	   3514	 326409	NA	  11863	 573847	NA	   2256	   6879	  41170	    1459	    3218	   1122	  85119	   1569	 200838	NA	  342287	  27353	 420648	NA	  47079	NA	  30729	NA	    3182	    5540
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales	2157|28890|183925|2158	NA	 166099	   21082	  106632	 116187	   31350	   23787	   8454	  320591	   73951	  55283	NA	NA	NA	 891690	  137118	NA	   1582	     63	NA	NA	  44121	  106558	  10173	  18751	NA	NA	   5184	NA	NA	    534	NA	NA	    8788	NA	NA	NA	NA	NA	    9739	   1670	NA	NA	  21682	NA	 413982	   60852	NA	NA
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales	2|1239|909932|1843488	NA	  45584	NA	   40295	 155621	NA	NA	  75565	   74610	   74117	   1305	   70969	  289908	  175784	NA	   35658	NA	NA	NA	NA	   2114	NA	   90406	NA	NA	NA	NA	 103280	NA	NA	NA	NA	   28994	  147720	NA	NA	NA	   1228	   37942	   90041	  89054	NA	NA	NA	   71121	 148420	NA	    2250	   42500
k__Archaea|p__Euryarchaeota|c__Thermoplasmata|o__Methanomassiliicoccales	2157|28890|183967|1235850	NA	   3063	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales	2|201174|1760|2037	NA	    617	NA	    3267	NA	NA	     173	NA	NA	     844	     53	NA	     411	    3490	   2550	NA	    101	   2366	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	    658	NA	    1661	NA	NA	NA	 659434	NA	     378	NA	   3548	NA	   6868	NA	   1838	    1475	NA	NA
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae	2|1224|1236|91347|543	NA	 640390	   76692	NA	  14315	   18762	   15865	  27821	NA	NA	 189883	  400602	NA	  103220	  19310	   74792	   3883	  45954	1380364	 203662	  13471	NA	  334032	   3514	 326409	NA	  11863	 573847	NA	   2256	   6879	  41170	    1459	    3218	   1122	  85119	   1569	 200838	NA	  342287	  25758	 420648	NA	  47079	NA	  30729	NA	    3182	    5540
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae	2157|28890|183925|2158|2159	NA	 166099	   21082	  106632	 116187	   31350	   23787	   8454	  320591	   73951	  55283	NA	NA	NA	 891690	  137118	NA	   1582	     63	NA	NA	  44121	  106558	  10173	  18751	NA	NA	   5184	NA	NA	    534	NA	NA	    8788	NA	NA	NA	NA	NA	    9739	   1670	NA	NA	  21682	NA	 413982	   60852	NA	NA
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae	2|1239|186801|186802|216572	NA	  37922	   15899	  142519	  54725	   25675	   10501	  71476	    2709	    2426	  61005	   25992	   87405	NA	  85798	   86863	  37440	  25797	  31422	  50363	   1285	  51069	  147838	  15108	  13195	    763	  32663	  60505	  44603	NA	  90965	  13176	   11045	  147395	   1371	  36745	NA	NA	   39916	    2046	  16036	  84313	  39156	  42922	    3477	  66711	  220330	   80741	   64330
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae	2|1239|909932|1843488|909930	NA	  45584	NA	   40295	 155621	NA	NA	  75565	   74610	   74117	   1305	   70969	  289908	  175784	NA	   35658	NA	NA	NA	NA	   2114	NA	   90406	NA	NA	NA	NA	 103280	NA	NA	NA	NA	   28994	  147720	NA	NA	NA	   1228	   37942	   90041	  89054	NA	NA	NA	   71121	 148420	NA	    2250	   42500
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae	2|976|200643|171549|171551	NA	   7249	NA	NA	   1064	NA	NA	   1512	NA	NA	   5088	NA	NA	NA	NA	NA	NA	    834	    366	NA	NA	NA	    3316	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	   13158	NA	NA	NA	NA	NA	NA	NA	NA	NA	   1888	NA	    777	    1281	NA	NA
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae	2|201174|84998|84999|1643824	NA	   4883	NA	NA	NA	NA	      98	    670	NA	NA	NA	NA	     236	     387	NA	NA	NA	NA	NA	NA	NA	     32	NA	NA	NA	NA	    684	NA	NA	NA	NA	     32	NA	NA	NA	NA	NA	  18171	NA	NA	  43034	NA	NA	   1014	NA	NA	     427	NA	NA
k__Archaea|p__Euryarchaeota|c__Thermoplasmata|o__Methanomassiliicoccales|f__Methanomassiliicoccaceae	2157|28890|183967|1235850|1577788	NA	   3063	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	2|976|200643|171549|171552	NA	   2155	NA	  113485	NA	NA	 7453514	  36717	  376737	NA	  11974	NA	 7277214	    2721	NA	NA	4259571	 960278	 233474	2785148	6888975	 906096	NA	1495156	 501012	4236751	  63803	 121671	NA	   1519	2589452	2366012	 8386264	  328291	3264047	2189098	4376002	   2082	  187720	  113973	7625811	2543133	  73507	 146811	NA	   6565	   15059	NA	NA
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae	2|201174|1760|2037|2049	NA	    617	NA	    3267	NA	NA	     173	NA	NA	     844	     53	NA	     411	    3490	   2550	NA	    101	   2366	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	    658	NA	    1661	NA	NA	NA	 659434	NA	     378	NA	   3548	NA	   6868	NA	   1838	    1475	NA	NA
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia	2|1224|1236|91347|543|561	NA	 640390	   76692	NA	  14315	   18762	   15865	  27821	NA	NA	 189883	  400602	NA	  103220	  19310	   74792	   3883	  44124	1174898	 203662	  13471	NA	  334032	   3514	 326409	NA	  11863	 573847	NA	   2256	   6879	  41170	    1459	    3218	   1122	  85119	   1569	 200838	NA	   25340	  11370	 420648	NA	  47079	NA	  30729	NA	    3182	    5540
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Butyrivibrio	2|1239|186801|186802|186803|830	NA	 258886	NA	  316277	1495878	NA	NA	NA	NA	NA	 322227	NA	NA	NA	NA	 1429799	     82	NA	  68763	  70324	NA	  86823	  486907	  48670	  44398	  15124	NA	1202867	NA	NA	NA	  97107	NA	NA	NA	    499	NA	NA	NA	NA	NA	NA	NA	 161332	NA	 156689	NA	NA	 1384965
