#mpa_v30_CHOCOPhlAn_201901
#/home/oaltay/.pyenv/versions/3.7.0/bin/metaphlan /proj/snic2020-6-153/wellnessV1234/3019_v1_1.fastq.gz,/proj/snic2020-6-153/wellnessV1234/3019_v1_2.fastq.gz --bowtie2out 3019.bowtie2.bz2 --input_type fastq -t rel_ab_w_read_stats
#SampleID	Metaphlan_Analysis
#estimated_reads_mapped_to_known_clades:14283391
#clade_name	clade_taxid	relative_abundance	coverage	estimated_number_of_reads_from_the_clade
k__Bacteria	2	98.04882	3.89856	13036273
k__Archaea	2157	1.95118	0.07758	137118
k__Bacteria|p__Firmicutes	2|1239	49.73585	1.97757	5615107
k__Bacteria|p__Bacteroidetes	2|976	40.68874	1.61784	6668448
k__Bacteria|p__Actinobacteria	2|201174	6.21641	0.24717	565248
k__Archaea|p__Euryarchaeota	2157|28890	1.95118	0.07758	137118
k__Bacteria|p__Proteobacteria	2|1224	1.32799	0.0528	176652
k__Bacteria|p__Synergistetes	2|508458	0.06414	0.00255	8896
k__Bacteria|p__Verrucomicrobia	2|74201	0.01379	0.00055	1530
k__Bacteria|p__Lentisphaerae	2|256845	0.0019	8e-05	392
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	48.0399	1.91013	5451895
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	2|976|200643	40.68874	1.61784	6668448
k__Bacteria|p__Actinobacteria|c__Actinobacteria	2|201174|1760	4.70308	0.187	428199
k__Archaea|p__Euryarchaeota|c__Methanobacteria	2157|28890|183925	1.95118	0.07758	137118
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	2|201174|84998	1.51333	0.06017	137049
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	2|1224|28216	0.82161	0.03267	90460
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified	2|1239|	0.60993	0.02425	56371
k__Bacteria|p__Firmicutes|c__Negativicutes	2|1239|909932	0.5858	0.02329	50861
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	2|1224|1236	0.45919	0.01826	82355
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2|1239|526524	0.25376	0.01009	36523
k__Bacteria|p__Firmicutes|c__Bacilli	2|1239|91061	0.24646	0.0098	19457
k__Bacteria|p__Synergistetes|c__Synergistia	2|508458|649775	0.06414	0.00255	8896
k__Bacteria|p__Proteobacteria|c__Proteobacteria_unclassified	2|1224|	0.0472	0.00188	3837
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	2|74201|203494	0.01379	0.00055	1530
k__Bacteria|p__Lentisphaerae|c__Lentisphaeria	2|256845|1313211	0.0019	8e-05	392
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	2|1239|186801|186802	48.0399	1.91013	5451895
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	2|976|200643|171549	40.68874	1.61784	6668448
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	2|201174|1760|85004	4.70072	0.18691	427984
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales	2157|28890|183925|2158	1.95118	0.07758	137118
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales	2|201174|84998|84999	1.2503	0.04971	108887
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	2|1224|28216|80840	0.82161	0.03267	90460
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified	2|1239||	0.60993	0.02425	56371
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales	2|1239|909932|1843488	0.38704	0.01539	35658
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	2|1224|1236|91347	0.36701	0.01459	74792
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales	2|201174|84998|1643822	0.26303	0.01046	28162
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	2|1239|526524|526525	0.25376	0.01009	36523
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	2|1239|91061|186826	0.24646	0.0098	19457
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales	2|1239|909932|1843489	0.19876	0.0079	15203
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	2|1224|1236|135625	0.09218	0.00367	7563
k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales	2|508458|649775|649776	0.06414	0.00255	8896
k__Bacteria|p__Proteobacteria|c__Proteobacteria_unclassified|o__Proteobacteria_unclassified	2|1224||	0.0472	0.00188	3837
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales	2|74201|203494|48461	0.01379	0.00055	1530
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales	2|201174|1760|85006	0.00236	9e-05	215
k__Bacteria|p__Lentisphaerae|c__Lentisphaeria|o__Victivallales	2|256845|1313211|278082	0.0019	8e-05	392
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	2|1239|186801|186802|186803	27.41598	1.0901	3059324
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae	2|976|200643|171549|171550	18.87956	0.75068	2356609
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	2|976|200643|171549|815	16.79526	0.6678	3579099
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae	2|1239|186801|186802|541000	11.61736	0.46192	1335860
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae	2|1239|186801|186802|186806	7.4062	0.29448	937989
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae	2|201174|1760|85004|31953	4.70072	0.18691	427984
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae	2|976|200643|171549|2005519	2.78523	0.11074	350948
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae	2157|28890|183925|2158|2159	1.95118	0.07758	137118
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae	2|1239|186801|186802|216572	1.32414	0.05265	86863
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae	2|976|200643|171549|2005525	1.28189	0.05097	223156
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae	2|201174|84998|84999|84107	1.2503	0.04971	108887
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae	2|976|200643|171549|1853231	0.9468	0.03765	158636
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae	2|1224|28216|80840|995019	0.68365	0.02718	77006
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified	2|1239|||	0.60993	0.02425	56371
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae	2|1239|909932|1843488|909930	0.38704	0.01539	35658
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae	2|1224|1236|91347|543	0.36701	0.01459	74792
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae	2|201174|84998|1643822|1643826	0.26303	0.01046	28162
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae	2|1239|526524|526525|128827	0.25376	0.01009	36523
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae	2|1239|91061|186826|1300	0.2456	0.00977	19389
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae	2|1239|186801|186802|31979	0.20053	0.00797	19678
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae	2|1239|909932|1843489|31977	0.19876	0.0079	15203
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae	2|1224|28216|80840|75682	0.13796	0.00549	13454
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae	2|1224|1236|135625|712	0.09218	0.00367	7563
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified	2|1239|186801|186802|	0.07149	0.00284	11750
k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae	2|508458|649775|649776|649777	0.06414	0.00255	8896
k__Bacteria|p__Proteobacteria|c__Proteobacteria_unclassified|o__Proteobacteria_unclassified|f__Proteobacteria_unclassified	2|1224|||	0.0472	0.00188	3837
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Akkermansiaceae	2|74201|203494|48461|1647988	0.01379	0.00055	1530
