#mpa_v30_CHOCOPhlAn_201901
#/home/oaltay/.pyenv/versions/3.7.0/bin/metaphlan /proj/snic2022-22-166/ozlem/KCL22/ERR011283_1.fastq --input_type fastq -t rel_ab_w_read_stats
#SampleID	Metaphlan_Analysis
#estimated_reads_mapped_to_known_clades:3600719
#clade_name	clade_taxid	relative_abundance	coverage	estimated_number_of_reads_from_the_clade
k__Bacteria	2	100.0	0.68058	2254556
k__Bacteria|p__Bacteroidetes	2|976	54.39697	0.37021	1312669
k__Bacteria|p__Firmicutes	2|1239	42.9955	0.29262	901367
k__Bacteria|p__Actinobacteria	2|201174	2.17358	0.01479	32640
k__Bacteria|p__Proteobacteria	2|1224	0.43395	0.00295	7880
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	2|976|200643	54.39697	0.37021	1312669
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	37.50143	0.25523	811966
k__Bacteria|p__Firmicutes|c__Negativicutes	2|1239|909932	4.53161	0.03084	70750
k__Bacteria|p__Actinobacteria|c__Actinobacteria	2|201174|1760	1.42179	0.00968	21153
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	2|201174|84998	0.75179	0.00512	11487
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2|1239|526524	0.47712	0.00325	10774
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified	2|1239|	0.46482	0.00316	7526
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	2|1224|28221	0.38665	0.00263	7115
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	2|1224|28216	0.0473	0.00032	765
k__Bacteria|p__Firmicutes|c__Bacilli	2|1239|91061	0.02052	0.00014	351
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	2|976|200643|171549	54.39697	0.37021	1312669
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	2|1239|186801|186802	37.50143	0.25523	811966
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales	2|1239|909932|1843488	4.41577	0.03005	68809
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	2|201174|1760|85004	1.42179	0.00968	21153
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales	2|201174|84998|84999	0.63144	0.0043	9438
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	2|1239|526524|526525	0.47712	0.00325	10774
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified	2|1239||	0.46482	0.00316	7526
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	2|1224|28221|213115	0.38665	0.00263	7115
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales	2|201174|84998|1643822	0.12036	0.00082	2049
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	2|1239|909932|909929	0.10408	0.00071	1805
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	2|1224|28216|80840	0.0473	0.00032	765
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	2|1239|91061|186826	0.02052	0.00014	351
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales	2|1239|909932|1843489	0.01177	8e-05	136
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	2|976|200643|171549|171552	50.85855	0.34613	1205466
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	2|1239|186801|186802|186803	19.77484	0.13458	463744
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae	2|1239|186801|186802|541000	12.55908	0.08547	252007
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae	2|1239|909932|1843488|909930	4.41577	0.03005	68809
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae	2|1239|186801|186802|186806	3.99276	0.02717	80399
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	2|976|200643|171549|815	2.46638	0.01679	76972
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae	2|201174|1760|85004|31953	1.42179	0.00968	21153
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae	2|1239|186801|186802|216572	0.8716	0.00593	8932
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae	2|201174|84998|84999|84107	0.63144	0.0043	9438
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae	2|976|200643|171549|2005525	0.56483	0.00384	18142
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae	2|1239|526524|526525|128827	0.47712	0.00325	10774
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified	2|1239|||	0.46482	0.00316	7526
