#mpa_v30_CHOCOPhlAn_201901
#/home/oaltay/.pyenv/versions/3.7.0/bin/metaphlan /proj/snic2020-6-153/wellnessV1234/3188_v1_1.fastq.gz,/proj/snic2020-6-153/wellnessV1234/3188_v1_2.fastq.gz --bowtie2out 3188.bowtie2.bz2 --input_type fastq -t rel_ab_w_read_stats
#SampleID	Metaphlan_Analysis
#estimated_reads_mapped_to_known_clades:9366871
#clade_name	clade_taxid	relative_abundance	coverage	estimated_number_of_reads_from_the_clade
k__Bacteria	2	96.24528	2.44963	7854689
k__Archaea	2157	3.75472	0.09556	169162
k__Bacteria|p__Firmicutes	2|1239	64.51428	1.64201	4931263
k__Bacteria|p__Bacteroidetes	2|976	17.77507	0.45241	1752491
k__Bacteria|p__Actinobacteria	2|201174	8.84108	0.22502	515920
k__Bacteria|p__Proteobacteria	2|1224	5.0636	0.12888	651466
k__Archaea|p__Euryarchaeota	2157|28890	3.75472	0.09556	169162
k__Bacteria|p__Verrucomicrobia	2|74201	0.04551	0.00116	3232
k__Bacteria|p__Candidatus_Melainabacteria	2|1798710	0.00574	0.00015	317
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	54.15718	1.37841	4391697
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	2|976|200643	17.77507	0.45241	1752491
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified	2|1239|	7.22845	0.18398	353429
k__Bacteria|p__Actinobacteria|c__Actinobacteria	2|201174|1760	5.72378	0.14568	337139
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	2|1224|1236	4.90913	0.12495	640390
k__Archaea|p__Euryarchaeota|c__Methanobacteria	2157|28890|183925	3.6924	0.09398	166099
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	2|201174|84998	3.1173	0.07934	178781
k__Bacteria|p__Firmicutes|c__Negativicutes	2|1239|909932	1.69104	0.04304	102658
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2|1239|526524	0.94107	0.02395	55625
k__Bacteria|p__Firmicutes|c__Bacilli	2|1239|91061	0.49654	0.01264	27854
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	2|1224|28216	0.15164	0.00386	10929
k__Archaea|p__Euryarchaeota|c__Thermoplasmata	2157|28890|183967	0.06231	0.00159	3063
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	2|74201|203494	0.04551	0.00116	3232
k__Bacteria|p__Candidatus_Melainabacteria|c__Candidatus_Melainabacteria_unclassified	2|1798710|	0.00574	0.00015	317
k__Bacteria|p__Proteobacteria|c__Proteobacteria_unclassified	2|1224|	0.00283	7e-05	147
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	2|1239|186801|186802	54.15718	1.37841	4391697
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	2|976|200643|171549	17.77507	0.45241	1752491
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified	2|1239||	7.22845	0.18398	353429
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	2|201174|1760|85004	5.71543	0.14547	336522
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	2|1224|1236|91347	4.90913	0.12495	640390
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales	2157|28890|183925|2158	3.6924	0.09398	166099
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales	2|201174|84998|84999	2.66594	0.06785	149635
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	2|1239|526524|526525	0.94107	0.02395	55625
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales	2|1239|909932|1843489	0.93322	0.02375	57074
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales	2|1239|909932|1843488	0.75782	0.01929	45584
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	2|1239|91061|186826	0.49654	0.01264	27854
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales	2|201174|84998|1643822	0.45136	0.01149	29146
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	2|1224|28216|80840	0.15164	0.00386	10929
k__Archaea|p__Euryarchaeota|c__Thermoplasmata|o__Methanomassiliicoccales	2157|28890|183967|1235850	0.06231	0.00159	3063
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales	2|74201|203494|48461	0.04551	0.00116	3232
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales	2|201174|1760|2037	0.00835	0.00021	617
k__Bacteria|p__Candidatus_Melainabacteria|c__Candidatus_Melainabacteria_unclassified|o__Candidatus_Gastranaerophilales	2|1798710||1906119	0.00574	0.00015	317
k__Bacteria|p__Proteobacteria|c__Proteobacteria_unclassified|o__Proteobacteria_unclassified	2|1224||	0.00283	7e-05	147
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	2|1239|186801|186802|186803	37.0344	0.9426	3163312
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae	2|1239|186801|186802|541000	13.07798	0.33286	924710
