#mpa_v30_CHOCOPhlAn_201901
#/home/oaltay/.pyenv/versions/3.7.0/bin/metaphlan /proj/snic2022-22-166/ozlem/KCL22/ERR011313_1.fastq --input_type fastq -t rel_ab_w_read_stats
#SampleID	Metaphlan_Analysis
#estimated_reads_mapped_to_known_clades:5871719
#clade_name	clade_taxid	relative_abundance	coverage	estimated_number_of_reads_from_the_clade
k__Bacteria	2	100.0	1.0944	4997098
k__Bacteria|p__Bacteroidetes	2|976	79.81685	0.87352	4274328
k__Bacteria|p__Firmicutes	2|1239	17.36184	0.19001	649318
k__Bacteria|p__Actinobacteria	2|201174	2.71828	0.02975	68521
k__Bacteria|p__Proteobacteria	2|1224	0.10303	0.00113	4931
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	2|976|200643	79.81685	0.87352	4274328
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	17.04011	0.18649	640142
k__Bacteria|p__Actinobacteria|c__Actinobacteria	2|201174|1760	2.62836	0.02876	64947
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified	2|1239|	0.2197	0.0024	7059
k__Bacteria|p__Firmicutes|c__Negativicutes	2|1239|909932	0.10203	0.00112	2117
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	2|201174|84998	0.08991	0.00098	3574
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	2|1224|1236	0.07489	0.00082	4200
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	2|1224|28216	0.02814	0.00031	731
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	2|976|200643|171549	79.81685	0.87352	4274328
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	2|1239|186801|186802	17.04011	0.18649	640142
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	2|201174|1760|85004	2.62836	0.02876	64947
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified	2|1239||	0.2197	0.0024	7059
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales	2|1239|909932|1843489	0.10203	0.00112	2117
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales	2|201174|84998|1643822	0.08991	0.00098	3574
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	2|1224|1236|91347	0.07489	0.00082	4200
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	2|1224|28216|80840	0.02814	0.00031	731
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	2|976|200643|171549|815	73.51444	0.80454	3923706
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	2|1239|186801|186802|186803	9.54766	0.10449	381397
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae	2|976|200643|171549|2005525	6.29508	0.06889	350422
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae	2|1239|186801|186802|541000	5.78183	0.06328	206604
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae	2|201174|1760|85004|31953	2.62836	0.02876	64947
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae	2|1239|186801|186802|186806	1.15583	0.01265	35211
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae	2|1239|186801|186802|31979	0.45212	0.00495	13591
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified	2|1239|||	0.2197	0.0024	7059
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae	2|1239|186801|186802|186804	0.10267	0.00112	3339
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae	2|1239|909932|1843489|31977	0.10203	0.00112	2117
