#mpa_v30_CHOCOPhlAn_201901
#/home/oaltay/.pyenv/versions/3.7.0/bin/metaphlan /proj/snic2020-6-153/wellnessV1234/3028_v1_1.fastq.gz,/proj/snic2020-6-153/wellnessV1234/3028_v1_2.fastq.gz --bowtie2out 3028.bowtie2.bz2 --input_type fastq -t rel_ab_w_read_stats
#SampleID	Metaphlan_Analysis
#estimated_reads_mapped_to_known_clades:9063374
#clade_name	clade_taxid	relative_abundance	coverage	estimated_number_of_reads_from_the_clade
k__Bacteria	2	83.7009	2.59086	7201611
k__Archaea	2157	16.2991	0.50452	891690
k__Bacteria|p__Firmicutes	2|1239	51.83921	1.60462	4455147
k__Bacteria|p__Actinobacteria	2|201174	25.42831	0.7871	1775523
k__Archaea|p__Euryarchaeota	2157|28890	16.2991	0.50452	891690
k__Bacteria|p__Bacteroidetes	2|976	5.40233	0.16722	876180
k__Bacteria|p__Verrucomicrobia	2|74201	0.57852	0.01791	49976
k__Bacteria|p__Proteobacteria	2|1224	0.45253	0.01401	44785
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	49.61119	1.53565	4276906
k__Bacteria|p__Actinobacteria|c__Actinobacteria	2|201174|1760	25.1261	0.77775	1746727
k__Archaea|p__Euryarchaeota|c__Methanobacteria	2157|28890|183925	16.2991	0.50452	891690
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	2|976|200643	5.40233	0.16722	876180
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified	2|1239|	1.69007	0.05231	133081
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	2|74201|203494	0.57852	0.01791	49976
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	2|201174|84998	0.30221	0.00935	28796
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	2|1224|28216	0.28815	0.00892	22769
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2|1239|526524	0.24203	0.00749	27358
k__Bacteria|p__Firmicutes|c__Bacilli	2|1239|91061	0.16108	0.00499	9847
k__Bacteria|p__Firmicutes|c__Negativicutes	2|1239|909932	0.13485	0.00417	7955
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	2|1224|1236	0.13302	0.00412	20032
k__Bacteria|p__Proteobacteria|c__Proteobacteria_unclassified	2|1224|	0.03135	0.00097	1984
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	2|1239|186801|186802	49.61119	1.53565	4276906
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	2|201174|1760|85004	25.09627	0.77682	1744177
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales	2157|28890|183925|2158	16.2991	0.50452	891690
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	2|976|200643|171549	5.40233	0.16722	876180
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified	2|1239||	1.69007	0.05231	133081
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales	2|74201|203494|48461	0.57852	0.01791	49976
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales	2|201174|84998|1643822	0.30221	0.00935	28796
