#mpa_v30_CHOCOPhlAn_201901
#/home/oaltay/.pyenv/versions/3.7.0/bin/metaphlan /proj/snic2020-6-153/wellnessV1234/3216_v1_1.fastq.gz,/proj/snic2020-6-153/wellnessV1234/3216_v1_2.fastq.gz --bowtie2out 3216.bowtie2.bz2 --input_type fastq -t rel_ab_w_read_stats
#SampleID	Metaphlan_Analysis
#estimated_reads_mapped_to_known_clades:13448120
#clade_name	clade_taxid	relative_abundance	coverage	estimated_number_of_reads_from_the_clade
k__Bacteria	2	99.49403	3.48807	11967804
k__Archaea	2157	0.50597	0.01774	31350
k__Bacteria|p__Firmicutes	2|1239	47.03457	1.64894	5069231
k__Bacteria|p__Bacteroidetes	2|976	39.32614	1.3787	5835815
k__Bacteria|p__Actinobacteria	2|201174	9.56204	0.33523	756118
k__Bacteria|p__Candidatus_Melainabacteria	2|1798710	2.53189	0.08876	192663
k__Bacteria|p__Verrucomicrobia	2|74201	0.8182	0.02868	80054
k__Archaea|p__Euryarchaeota	2157|28890	0.50597	0.01774	31350
k__Bacteria|p__Proteobacteria	2|1224	0.20424	0.00716	31849
k__Bacteria|p__Synergistetes	2|508458	0.01696	0.00059	2074
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	46.22941	1.62072	5007262
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	2|976|200643	39.32614	1.3787	5835815
k__Bacteria|p__Actinobacteria|c__Actinobacteria	2|201174|1760	7.18877	0.25202	562281
k__Bacteria|p__Candidatus_Melainabacteria|c__Candidatus_Melainabacteria_unclassified	2|1798710|	2.53189	0.08876	192663
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	2|201174|84998	2.37327	0.0832	193837
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	2|74201|203494	0.8182	0.02868	80054
k__Archaea|p__Euryarchaeota|c__Methanobacteria	2157|28890|183925	0.50597	0.01774	31350
k__Bacteria|p__Firmicutes|c__Negativicutes	2|1239|909932	0.31074	0.01089	20610
k__Bacteria|p__Firmicutes|c__Bacilli	2|1239|91061	0.2443	0.00856	18915
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2|1239|526524	0.1278	0.00448	12652
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified	2|1239|	0.10778	0.00378	8945
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	2|1224|1236	0.10442	0.00366	18762
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	2|1224|28221	0.06019	0.00211	9266
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	2|1224|28216	0.03963	0.00139	3821
k__Bacteria|p__Synergistetes|c__Synergistia	2|508458|649775	0.01696	0.00059	2074
