#mpa_v30_CHOCOPhlAn_201901
#/home/oaltay/.pyenv/versions/3.7.0/bin/metaphlan /proj/snic2020-6-153/wellnessV1234/3283_v1_1.fastq.gz,/proj/snic2020-6-153/wellnessV1234/3283_v1_2.fastq.gz --bowtie2out 3283.bowtie2.bz2 --input_type fastq -t rel_ab_w_read_stats
#SampleID	Metaphlan_Analysis
#estimated_reads_mapped_to_known_clades:15645669
#clade_name	clade_taxid	relative_abundance	coverage	estimated_number_of_reads_from_the_clade
k__Bacteria	2	99.11499	4.686	14156254
k__Archaea	2157	0.88501	0.04184	73951
k__Bacteria|p__Firmicutes	2|1239	59.24881	2.80119	8150668
k__Bacteria|p__Actinobacteria	2|201174	20.22511	0.95621	2192173
k__Bacteria|p__Bacteroidetes	2|976	18.54671	0.87686	3670000
k__Bacteria|p__Verrucomicrobia	2|74201	0.97817	0.04625	129066
k__Archaea|p__Euryarchaeota	2157|28890	0.88501	0.04184	73951
k__Bacteria|p__Proteobacteria	2|1224	0.11619	0.00549	14347
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	53.57204	2.5328	7541782
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	2|976|200643	18.54671	0.87686	3670000
k__Bacteria|p__Actinobacteria|c__Actinobacteria	2|201174|1760	14.55165	0.68798	1549402
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	2|201174|84998	5.67345	0.26823	642771
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2|1239|526524	2.18305	0.10321	261488
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified	2|1239|	1.86507	0.08818	184019
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	2|74201|203494	0.97817	0.04625	129066
k__Bacteria|p__Firmicutes|c__Bacilli	2|1239|91061	0.92564	0.04376	86892
k__Archaea|p__Euryarchaeota|c__Methanobacteria	2157|28890|183925	0.88501	0.04184	73951
k__Bacteria|p__Firmicutes|c__Negativicutes	2|1239|909932	0.70301	0.03324	76487
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	2|1224|28216	0.11041	0.00522	13146
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	2|1224|28221	0.00579	0.00027	1201
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	2|1239|186801|186802	53.57204	2.5328	7541782
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	2|976|200643|171549	18.54671	0.87686	3670000
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	2|201174|1760|85004	14.54163	0.68751	1548281
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales	2|201174|84998|84999	3.54668	0.16768	367073
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	2|1239|526524|526525	2.18305	0.10321	261488
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales	2|201174|84998|1643822	2.12677	0.10055	275698
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified	2|1239||	1.86507	0.08818	184019
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales	2|74201|203494|48461	0.97817	0.04625	129066
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	2|1239|91061|186826	0.92564	0.04376	86892
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales	2157|28890|183925|2158	0.88501	0.04184	73951
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales	2|1239|909932|1843488	0.67656	0.03199	74117
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	2|1224|28216|80840	0.11041	0.00522	13146
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales	2|1239|909932|1843489	0.02644	0.00125	2370
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales	2|201174|1760|2037	0.00746	0.00035	844
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	2|1224|28221|213115	0.00579	0.00027	1201
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales	2|201174|1760|85006	0.00256	0.00012	277
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	2|1239|186801|186802|186803	24.65593	1.16569	3899279
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae	2|1239|186801|186802|541000	22.74164	1.07519	2893709
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae	2|201174|1760|85004|31953	14.54163	0.68751	1548281
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	2|976|200643|171549|815	12.04013	0.56924	2655241
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae	2|1239|186801|186802|186806	5.69934	0.26946	674510
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae	2|201174|84998|84999|84107	3.54668	0.16768	367073
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae	2|976|200643|171549|171550	3.16424	0.1496	382636
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae	2|1239|526524|526525|128827	2.18305	0.10321	261488
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae	2|201174|84998|1643822|1643826	2.12677	0.10055	275698
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified	2|1239|||	1.86507	0.08818	184019
