#mpa_v30_CHOCOPhlAn_201901
#/home/oaltay/.pyenv/versions/3.7.0/bin/metaphlan /proj/snic2022-22-166/ozlem/KCL22/ERR011303_1.fastq --input_type fastq -t rel_ab_w_read_stats
#SampleID	Metaphlan_Analysis
#estimated_reads_mapped_to_known_clades:7594383
#clade_name	clade_taxid	relative_abundance	coverage	estimated_number_of_reads_from_the_clade
k__Bacteria	2	100.0	1.68225	7374753
k__Bacteria|p__Bacteroidetes	2|976	81.24608	1.36677	6449295
k__Bacteria|p__Firmicutes	2|1239	16.82352	0.28301	847788
k__Bacteria|p__Actinobacteria	2|201174	1.14041	0.01918	44199
k__Bacteria|p__Proteobacteria	2|1224	0.78999	0.01329	33471
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	2|976|200643	81.24608	1.36677	6449295
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	13.01056	0.21887	709405
k__Bacteria|p__Firmicutes|c__Negativicutes	2|1239|909932	3.24968	0.05467	117282
k__Bacteria|p__Actinobacteria|c__Actinobacteria	2|201174|1760	0.72248	0.01215	27548
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	2|201174|84998	0.41793	0.00703	16651
k__Bacteria|p__Proteobacteria|c__Proteobacteria_unclassified	2|1224|	0.39028	0.00657	13426
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	2|1224|28216	0.37149	0.00625	17651
k__Bacteria|p__Firmicutes|c__Bacilli	2|1239|91061	0.30709	0.00517	9732
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2|1239|526524	0.17683	0.00297	8877
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified	2|1239|	0.07935	0.00133	2492
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	2|1224|1236	0.02517	0.00042	2170
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	2|1224|28221	0.00304	5e-05	224
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	2|976|200643|171549	81.24608	1.36677	6449295
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	2|1239|186801|186802	13.01056	0.21887	709405
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales	2|1239|909932|1843488	3.24274	0.05455	117039
