#mpa_v30_CHOCOPhlAn_201901
#/home/oaltay/.pyenv/versions/3.7.0/bin/metaphlan /proj/snic2020-6-153/wellnessV1234/3016_v1_1.fastq.gz,/proj/snic2020-6-153/wellnessV1234/3016_v1_2.fastq.gz --bowtie2out 3016.bowtie2.bz2 --input_type fastq -t rel_ab_w_read_stats
#SampleID	Metaphlan_Analysis
#estimated_reads_mapped_to_known_clades:14643106
#clade_name	clade_taxid	relative_abundance	coverage	estimated_number_of_reads_from_the_clade
k__Bacteria	2	98.46684	3.87484	13688316
k__Archaea	2157	1.53316	0.06033	106632
k__Bacteria|p__Firmicutes	2|1239	63.62246	2.50365	7791182
k__Bacteria|p__Bacteroidetes	2|976	33.31104	1.31085	5739366
k__Archaea|p__Euryarchaeota	2157|28890	1.53316	0.06033	106632
k__Bacteria|p__Proteobacteria	2|1224	0.85733	0.03374	94650
k__Bacteria|p__Actinobacteria	2|201174	0.676	0.0266	63118
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	58.55779	2.30435	7177287
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	2|976|200643	33.31104	1.31085	5739366
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2|1239|526524	2.7345	0.10761	430528
k__Archaea|p__Euryarchaeota|c__Methanobacteria	2157|28890|183925	1.53316	0.06033	106632
k__Bacteria|p__Firmicutes|c__Bacilli	2|1239|91061	1.40225	0.05518	104209
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	2|1224|28216	0.82218	0.03235	91810
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	2|201174|84998	0.63856	0.02513	59594
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified	2|1239|	0.48078	0.01892	38438
k__Bacteria|p__Firmicutes|c__Negativicutes	2|1239|909932	0.44713	0.0176	40720
k__Bacteria|p__Actinobacteria|c__Actinobacteria	2|201174|1760	0.03744	0.00147	3524
k__Bacteria|p__Proteobacteria|c__Proteobacteria_unclassified	2|1224|	0.03297	0.0013	2652
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	2|1224|1236	0.00219	9e-05	188
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	2|1239|186801|186802	58.55779	2.30435	7177287
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	2|976|200643|171549	33.31104	1.31085	5739366
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	2|1239|526524|526525	2.7345	0.10761	430528
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales	2157|28890|183925|2158	1.53316	0.06033	106632
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	2|1239|91061|186826	1.39898	0.05505	103964
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	2|1224|28216|80840	0.82218	0.03235	91810
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales	2|201174|84998|84999	0.49315	0.01941	42504
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified	2|1239||	0.48078	0.01892	38438
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales	2|1239|909932|1843488	0.44191	0.01739	40295
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales	2|201174|84998|1643822	0.14541	0.00572	17090
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales	2|201174|1760|2037	0.03459	0.00136	3267
