#mpa_v30_CHOCOPhlAn_201901
#/home/oaltay/.pyenv/versions/3.7.0/bin/metaphlan /proj/snic2022-22-166/ozlem/KCL22/ERR011333_1.fastq --input_type fastq -t rel_ab_w_read_stats
#SampleID	Metaphlan_Analysis
#estimated_reads_mapped_to_known_clades:6664012
#clade_name	clade_taxid	relative_abundance	coverage	estimated_number_of_reads_from_the_clade
k__Bacteria	2	100.0	1.81625	5974603
k__Bacteria|p__Firmicutes	2|1239	61.01364	1.10816	3427492
k__Bacteria|p__Bacteroidetes	2|976	21.15924	0.3843	1797188
k__Bacteria|p__Actinobacteria	2|201174	16.51914	0.30003	672950
k__Bacteria|p__Proteobacteria	2|1224	1.30799	0.02376	76973
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	57.2798	1.04034	3285161
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	2|976|200643	21.15924	0.3843	1797188
k__Bacteria|p__Actinobacteria|c__Actinobacteria	2|201174|1760	14.30176	0.25976	581911
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	2|201174|84998	2.21738	0.04027	91039
k__Bacteria|p__Firmicutes|c__Negativicutes	2|1239|909932	1.59569	0.02898	57141
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified	2|1239|	1.20587	0.0219	45693
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	2|1224|28216	1.10197	0.02001	57796
k__Bacteria|p__Firmicutes|c__Bacilli	2|1239|91061	0.79808	0.0145	30416
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	2|1224|1236	0.20602	0.00374	19177
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2|1239|526524	0.13421	0.00244	9081
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	2|1239|186801|186802	57.2798	1.04034	3285161
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	2|976|200643|171549	21.15924	0.3843	1797188
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	2|201174|1760|85004	14.30176	0.25976	581911
