#mpa_v30_CHOCOPhlAn_201901
#/home/oaltay/.pyenv/versions/3.7.0/bin/metaphlan /proj/snic2022-22-166/ozlem/KCL22/ERR011329_1.fastq --input_type fastq -t rel_ab_w_read_stats
#SampleID	Metaphlan_Analysis
#estimated_reads_mapped_to_known_clades:5983649
#clade_name	clade_taxid	relative_abundance	coverage	estimated_number_of_reads_from_the_clade
k__Bacteria	2	100.0	1.53965	5432857
k__Bacteria|p__Bacteroidetes	2|976	53.63024	0.82572	3374957
k__Bacteria|p__Firmicutes	2|1239	32.34338	0.49798	1530989
k__Bacteria|p__Actinobacteria	2|201174	13.78607	0.21226	510801
k__Bacteria|p__Proteobacteria	2|1224	0.23043	0.00355	15695
k__Bacteria|p__Synergistetes	2|508458	0.00989	0.00015	415
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	2|976|200643	53.63024	0.82572	3374957
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	25.77262	0.39681	1326744
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	2|201174|84998	10.12874	0.15595	378938
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified	2|1239|	4.16714	0.06416	122723
k__Bacteria|p__Actinobacteria|c__Actinobacteria	2|201174|1760	3.65733	0.05631	131863
k__Bacteria|p__Firmicutes|c__Negativicutes	2|1239|909932	2.06567	0.0318	66392
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2|1239|526524	0.2161	0.00333	11848
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	2|1224|28221	0.19401	0.00299	13116
k__Bacteria|p__Firmicutes|c__Tissierellia	2|1239|1737404	0.07202	0.00111	1877
k__Bacteria|p__Firmicutes|c__Bacilli	2|1239|91061	0.04983	0.00077	1405
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	2|1224|1236	0.02989	0.00046	2358
k__Bacteria|p__Synergistetes|c__Synergistia	2|508458|649775	0.00989	0.00015	415
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	2|1224|28216	0.00652	0.0001	221
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	2|976|200643|171549	53.63024	0.82572	3374957
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	2|1239|186801|186802	25.77262	0.39681	1326744
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales	2|201174|84998|84999	9.51194	0.14645	346300
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified	2|1239||	4.16714	0.06416	122723
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	2|201174|1760|85004	3.65733	0.05631	131863
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales	2|1239|909932|1843488	1.96339	0.03023	63288
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales	2|201174|84998|1643822	0.61679	0.0095	32638
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	2|1239|526524|526525	0.2161	0.00333	11848
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	2|1224|28221|213115	0.19401	0.00299	13116
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales	2|1239|909932|1843489	0.10228	0.00157	3104
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales	2|1239|1737404|1737405	0.07202	0.00111	1877
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	2|1224|1236|91347	0.02989	0.00046	2358
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	2|1239|91061|186826	0.02873	0.00044	827
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	2|1239|91061|1385	0.02111	0.00032	578
k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales	2|508458|649775|649776	0.00989	0.00015	415
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales	2|1224|28216|206351	0.00652	0.0001	221
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	2|976|200643|171549|815	34.23549	0.52711	2510010
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae	2|976|200643|171549|171550	13.76971	0.21201	526995
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae	2|1239|186801|186802|541000	11.47985	0.17675	606914
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae	2|201174|84998|84999|84107	9.42938	0.14518	343681
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae	2|1239|186801|186802|186806	7.48881	0.1153	280852
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	2|1239|186801|186802|186803	6.22058	0.09578	399218
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified	2|1239|||	4.16714	0.06416	122723
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae	2|201174|1760|85004|31953	3.65733	0.05631	131863
